,song_uri,song,artist
230,spotify:track:5WP1LPI7kLIQqEVEZKhnoo,Neon Eyes,Morgan Wallen
231,spotify:track:6Vfl4qLFPMY73whXRef8Mk,Outlaw (feat. Ben Burgess),Morgan Wallen
232,spotify:track:4kPLqNab6ZMGxbzsg423iX,Whiskey’d My Way,Morgan Wallen
233,spotify:track:7fgKAJlw9WNLoBORPAwBoB,Wonderin’ Bout The Wind,Morgan Wallen
234,spotify:track:2JsDkPZtdgs21JWfKIkIeH,Your Bartender,Morgan Wallen
235,spotify:track:7MVGhr6Gfg0Wx959PN2LxL,Only Thing That’s Gone (feat. Chris Stapleton),Morgan Wallen
236,spotify:track:5jKqR3BfRMAUnE7gAIq1Fh,Cover Me Up,Morgan Wallen
237,spotify:track:23V03OIpI0BpblCZredJGe,7 Summers,Morgan Wallen
238,spotify:track:65mMCEOu5Ll1DBAfEUmerU,More Than My Hometown,Morgan Wallen
239,spotify:track:1d0rJOxrY9cpoAVgzyYLot,Still Goin Down,Morgan Wallen
240,spotify:track:23ADTEcy2rB090bYiZRsCP,"Rednecks, Red Letters, Red Dirt",Morgan Wallen
241,spotify:track:0R8ShcBTOvXjKCsp0Mu0Hx,Dangerous,Morgan Wallen
242,spotify:track:35mh8VlZaeXTF4YOiwmfQm,Beer Don’t,Morgan Wallen
243,spotify:track:6RQ7qWUDHNBOtwYiAvROyG,Blame It On Me,Morgan Wallen
244,spotify:track:4sxbpptdBeUeLAsivMsxRF,Somethin’ Country,Morgan Wallen
245,spotify:track:3xVgsoAHGXbJdpZKM5hSjR,This Bar,Morgan Wallen
246,spotify:track:2eS7tfh50SWkUIvTfHF6Ou,Country A$$ Shit,Morgan Wallen
247,spotify:track:4vfJZdFvsZIIUAq0I9ZyWj,Whatcha Think Of Country Now,Morgan Wallen
248,spotify:track:1s63OmQvZd9NwDGqJm3xys,Me On Whiskey,Morgan Wallen
249,spotify:track:1Ss4DpG1o7H1oN6cm0tdQo,Need A Boat,Morgan Wallen
250,spotify:track:7cFqCpT1CuXtqSdaXkUpII,Silverado For Sale,Morgan Wallen
251,spotify:track:1BPtNPQPRBeiMM2TkhBp1N,Heartless - Wallen Album Mix,Morgan Wallen
252,spotify:track:0mrc2UHAEY4lt11YfqFJE6,Livin’ The Dream,Morgan Wallen
253,spotify:track:2avJHC5Txz2tmL39rr5yjv,Quittin’ Time,Morgan Wallen
254,spotify:track:4yNoUQkYf1QF8iYlEzNynH,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick
255,spotify:track:14rcf17sA24uS8UHAieCpg,Gotta Be Me,Cody Johnson
256,spotify:track:0xlkEm5LDq4rXItcsWxQNk,Grass Stains,Cody Johnson
257,spotify:track:34SQ0QfLSR316d8KL2zkuZ,With You I Am,Cody Johnson
258,spotify:track:4EETgKkkLxXrsrc0q50K1P,Half a Song,Cody Johnson
259,spotify:track:2hDGiGNj8DXkxO7AXj6oOX,The Only One I Know (Cowboy Life),Cody Johnson
260,spotify:track:5TZUL3ZE400NV3xQsLlZQS,Walk Away,Cody Johnson
261,spotify:track:1WFAhQMCbWkYq8dUqPakEM,Kiss Goodbye,Cody Johnson
262,spotify:track:4smdDxU927wqJsaNr8RkTc,Chain Drinkin',Cody Johnson
263,spotify:track:4IZOdhEvXYWqh5XAXYzBk3,Wild as You,Cody Johnson
264,spotify:track:1GR5Ak5JH6TGAB8ITHCR30,I Know My Way Back (Clara's Song),Cody Johnson
265,spotify:track:26gW9rEDqVyfbDwPSCF4CP,Billy's Brother,Cody Johnson
266,spotify:track:4maDgWZteM8Qwr3HjJGRo4,Every Scar Has a Story,Cody Johnson
267,spotify:track:3qrHTum1iqRBRAQwzqOn07,I Ain't Going Nowhere Baby,Cody Johnson
268,spotify:track:4RoGlS3TB6u8uXAFG4rHLY,I Can't Even Walk (Without You Holding My Hand) [Acoustic Bonus Track] (feat. Carl Johnson & Sheila Johnson),Cody Johnson
269,spotify:track:1ldCtT97jthEpBohdsVwL1,Joy to the World,Andy Williams
270,spotify:track:21Vq4EOzMUY7DkQiWqeryR,Let It Snow! Let It Snow! Let It Snow!,Andy Williams
271,spotify:track:33HaXGEwa558GsjBnxpxYm,The Christmas Song (Chestnuts Roasting On an Open Fire),Andy Williams
272,spotify:track:3RKhaxNhY7hDxBDuPPIhBl,Winter Wonderland,Andy Williams
273,spotify:track:3PKrmooSXFzYrWJL6QzW2m,"Silent Night, Holy Night",Andy Williams
274,spotify:track:4FsVl14iWyTlAXwK6eSW99,O Little Town of Bethlehem,Andy Williams
275,spotify:track:4XfXZ3qC4XdV7pWRRqm2Ct,Have Yourself a Merry Little Christmas,Andy Williams
276,spotify:track:6W3JYSS6k8W52i1ZMkUwzT,The Little Drummer Boy,Andy Williams
277,spotify:track:0bPjaPz23mZTzxsPC3Yazf,What Child Is This?,Andy Williams
278,spotify:track:2u1R5dmE3iDK1ZEqxfNYAS,Silver Bells,Andy Williams
279,spotify:track:0NsdxAnTze0t6N2NxXnDWb,Kay Thompson's Jingle Bells,Andy Williams
280,spotify:track:2GbC25NbrzTy0BOjMJvgn4,Angels We Have Heard on High,Andy Williams
281,spotify:track:2lB6MsT3cULcMsEnKCT6AE,My Favorite Things,Andy Williams
282,spotify:track:6MgDYSh6H7y9aFAtjWMexs,O Holy Night,Andy Williams
283,spotify:track:5oe7suR56ak8QbwbRmV4zr,Ave Maria,Andy Williams
284,spotify:track:5RPVSzZW6R0pUza8Hs2sC7,It's the Most Wonderful Time of the Year,Andy Williams
285,spotify:track:2bz2cpm4hAU2XclXLJYQj1,Scarecrow - Piano/Tambourine Demo,Elton John
286,spotify:track:1fwDWtEY6QRQSZmw2aj4iR,Holiday Inn - Piano Demo,Elton John
287,spotify:track:1AARvQLoXfnQstTo6eHJ8a,Keep It A Mystery,Elton John
288,spotify:track:4fXFP6OhsejNq6ygii55sZ,Smokestack Children - Arranged Band Version,Elton John
289,spotify:track:0YxvSWhJ3OwaeaGEldssBn,Two Of A Kind - Arranged Band Version,Elton John
290,spotify:track:4y33y6VDIvE0LL50q1EgpZ,Conquer The Sun,Elton John
