song,uri,artist,cluster
Let's Dance - Live,spotify:track:57BB2xhnncs8wjtiMNu8QL,Chris Rea,98
Fool (If You Think It's Over) - Live,spotify:track:7evkdH86TP63jhkyhskquW,Chris Rea,283
Alexander's Ragtime Band,spotify:track:4kQ13OG3kmS4hHyEJ1ojz9,Bing Crosby,96
Call Me Up Some Rainy Afternoon,spotify:track:2Sbhp2gqkFr0VQv0MJxOqr,Bing Crosby,331
When The Midnight Choo Choo Leaves For Alabam',spotify:track:68HTd0LGDxkG4CihwBLoMp,Bing Crosby,446
When I Lost You,spotify:track:5UZkvf3sJoDQfqgbjI0opx,Bing Crosby,236
Tell Me Little Gypsy,spotify:track:4A8iE9lHnr7FGPdDJqAJz0,Bing Crosby,32
All By Myself,spotify:track:1JaI3ACIAbtjHj4hSyCYMp,Bing Crosby,277
Always,spotify:track:1i9aZuasDhlAn6Sx491jov,Bing Crosby,371
Let's Start The New Year Off Right,spotify:track:62ySasQZXcVjPddjG16cxk,Bing Crosby,46
Abraham,spotify:track:5iP5zutunz633FARy9rO0F,Bing Crosby,283
"Kate (Have I Come Too Early, Too Late?)",spotify:track:2AchmVunlrQHnonkDFWTI7,Bing Crosby,174
Blue Skies,spotify:track:1rHjDISwQhvffIvg7MxS5S,Bing Crosby,285
I’ve Got My Love to Keep Me Warm,spotify:track:3IIa86buy4WfVdM3fanWlU,Bing Crosby,321
I Got The Sun In The Morning,spotify:track:6yT2rCI1YOc0cLhmhwjruB,Bing Crosby,283
Easter Parade,spotify:track:4L6OBTmP4sJQZc2S3CZDuk,Bing Crosby,198
Some Sunny Day,spotify:track:7IX4uB4pPmkeRwZjfOQz0m,Bing Crosby,321
Call Of The South - Take 1,spotify:track:4CM65kxy93HmsWlA06Z3J9,Bing Crosby,321
Play A Simple Melody,spotify:track:75lpxrV9sLZIRvzl2Z5CBb,Bing Crosby,359
There's No Business Like Show Business,spotify:track:6xmzQNnzgNG5KlDeU4gayL,The Andrews Sisters,390
Puttin’ On The Ritz,spotify:track:1tBfYUUHfYkeYCSaTf3J6Q,Bing Crosby,96
A Man Chases A Girl (Until She Catches Him),spotify:track:2ViQUQNw7l5Lvf9i61QwYQ,Bing Crosby,53
The Song Is Ended (But The Melody Lingers On),spotify:track:0SvvQIGp23ZPjvbHnkQHqM,Bing Crosby,198
Winter Wonderland,spotify:track:51KCex2aoD4Ni2cRF5mFWe,Darlene Love,42
A Marshmallow World,spotify:track:3Qervg7n4iuSBqH7Moc6Wn,Darlene Love,263
White Christmas,spotify:track:7pqJBKdrlDKvpmNnTCFkJ6,Darlene Love,42
All Alone on Christmas,spotify:track:7kwAGjaoIvIEfL2poi9A1U,Darlene Love,419
He's A Rebel,spotify:track:51CGn0QDFWst11bYzo6pUV,The Crystals,385
(Today I Met) The Boy I'm Gonna Marry,spotify:track:7vom8fLbX5i3Nh5pOF64Nw,Darlene Love,498
He's Sure The Boy I Love,spotify:track:4mXLtbsG54I79xHxAHAaSd,The Crystals,472
Why Do Lovers Break Each Others Hearts?,spotify:track:7myNu3BddF6ojenMfmc8lh,Bob B. Soxx & The Blue Jeans,441
"A Fine, Fine Boy",spotify:track:2KxAtXVtckqZ5SO4TLtE0a,Darlene Love,345
Wait Til' My Bobby Gets Home,spotify:track:5EloqxgwnAz27s8EQLFfb6,Darlene Love,124
Not Too Young To Get Married,spotify:track:5FZ8Dw9Cc7io7vp31253Qc,Bob B. Soxx & The Blue Jeans,385
Stumble And Fall,spotify:track:3VqOrswJGXjOP4gSutXV68,Darlene Love,469
(He's A) Quiet Guy,spotify:track:3pfTpqO3kYxHUv6P0jTwd0,Darlene Love,326
Run Run Runaway,spotify:track:5WSLnCsyeIEcHyLzKx6udy,Darlene Love,385
What's So Sweet About Sweet Sixteen,spotify:track:0AvSTxAlOBCn6SnUolhXWd,The Ronettes,304
Sweet Sixteen,spotify:track:0woTJhtgoPeRzuJbZpNAVZ,The Ronettes,360
Memory,spotify:track:4GuUc80sAkekuBtwtev7de,The Ronettes,304
He Did it,spotify:track:65LxebQRb4LGg2lIooERCP,The Ronettes,263
Flying Easy - Live,spotify:track:1UzIQhrS6oMWXQeJfYDli3,Donny Hathaway,453
Valdez in the Country - Live,spotify:track:0aw1AhhX4PHy1Ldxt4bhtw,Donny Hathaway,310
Someday We'll All Be Free - Live,spotify:track:1cg3RM5RDyGR9aTLLF690C,Donny Hathaway,16
You've Got a Friend - Live,spotify:track:6AzydZOF3WPsMCk9jndjhN,Donny Hathaway,360
"He Ain't Heavy, He's My Brother - Live",spotify:track:0onJBDxEKHDHGIUEps6gti,Donny Hathaway,408
What's Going On,spotify:track:2kXshT838nizb8yB8a2TuD,Donny Hathaway,498
Yesterday,spotify:track:2fCLnZKFouYEkKSegHku7P,Donny Hathaway,205
Superwoman,spotify:track:2alDGjN4yjJgkSSeoCCGae,Donny Hathaway,254
Little Ghetto Boy - Live,spotify:track:2s00ea2N7VeF0rdAXrBmeO,Donny Hathaway,322
The Ghetto - Live,spotify:track:0yil7iDlhJy1RqtAoSmYn9,Donny Hathaway,398
Interview,spotify:track:3Hkzh5QA3lN6rwq7Pfrm4R,Donny Hathaway,294
Blue Suede Shoes,spotify:track:3QVN8LOyL5DlydyyjSKxgY,Cliff Richard,448
Butterfly,spotify:track:1azDsBP6QEKGcsxLQBbdQD,Cliff Richard,203
Sweet Little Sixteen,spotify:track:3dDHVC4GZJyYUIEIZoTxQp,Cliff Richard,186
She's Got It,spotify:track:3XVS2m2q2Yd9396cVlgbuw,Cliff Richard,145
His Latest Flame,spotify:track:32mfO0DbB6mZgPivLPGnFr,Cliff Richard,78
Move It,spotify:track:6nXDXAhxPPsWFz75F9uhZh,Cliff Richard,336
You Send Me,spotify:track:5ahWDM9nTgTw995qutu1dP,Cliff Richard,65
Multiplication,spotify:track:2q75zO5LEEovQ3iolYKHk5,Cliff Richard,372
Roll Over Beethoven,spotify:track:7FClMhz5PT7yrmpmQwrKY3,Cliff Richard,186
Dimples,spotify:track:1OYmheWk6sdVTZJ5Dmp924,Cliff Richard,145
Great Balls of Fire / Whole Lotta Shakin',spotify:track:7sanKAolaBgHKujZjjEBb0,Cliff Richard,372
"Memphis, Tennessee",spotify:track:7bBOrd1PZE7Yy2LWe6Da4U,Cliff Richard,497
Cathy's Clown,spotify:track:6XTKObHQBfestY8aeVAg5L,Cliff Richard,412
Keep a Knockin',spotify:track:3EvSc9lK00bYjJdMkWzpyl,Cliff Richard,372
It's Better to Dream,spotify:track:1prxc3rsc8muy2DhuIxJd6,Cliff Richard,185
You Can't Sit Down - Instrumental,spotify:track:4ZBod9TW8Zf2MZZ6G4krC2,Shakin' Stevens,352
I'm Ready,spotify:track:6yacaFDJFOm15YTpERtaXz,Shakin' Stevens,124
So Glad You're Mine,spotify:track:2TiKLw7KSzdKifieEAkZZf,Shakin' Stevens,50
Let's Dance,spotify:track:1kaNtqAHF2kmfYWdN8wkkv,Shakin' Stevens,263
Till I Waltz With You Again,spotify:track:2nON0ajYBwOShGohdII2Tp,Shakin' Stevens,509
Such a Night,spotify:track:4sTGuKCGqrNLNmxhwb9pRZ,Shakin' Stevens,509
Baby Blue,spotify:track:3gfLQtNMBSNPzPklfKVAhP,Shakin' Stevens,435
Wait and See,spotify:track:0RmboBFTtqx3A6TkwLuXYe,Shakin' Stevens,203
Can't Believe You Wanna Leave,spotify:track:1JGloiXl2E92Cl0H2e2Fsv,Shakin' Stevens,263
Whole Lotta Shakin' Goin' On / Jenny Jenny / Tutti Frutti,spotify:track:2pcNjOB8gDy5zrGX1fNFZs,Shakin' Stevens,497
Lovestruck,spotify:track:31ry9GniZ8MfKMzhF5cBlz,Shakin' Stevens,509
Is A Bluebird Blue?,spotify:track:1GKYCXJqkiY3RsJgR1P7yn,Shakin' Stevens,69
That's Alright,spotify:track:1PG3P7jPgrSSI8bFiJp85i,Shakin' Stevens,145
Without A Love,spotify:track:1IxhvnloFMBdtYCTBuB6sq,Shakin' Stevens,22
Shotgun Boogie,spotify:track:55gyNaoPBVsLAtl6nD6Ohj,Shakin' Stevens,336
I Got Burned,spotify:track:4IRKdCAEY4aCxWkwO3RRyy,Shakin' Stevens,107
I Guess I Was A Fool,spotify:track:2uaoUF1orUG3mJYs33JwtO,Shakin' Stevens,82
"Ah, Poor Little Baby",spotify:track:2Xde9PmFY91mOJcJaDjeBy,Shakin' Stevens,509
Little Pigeon,spotify:track:3kaTkC3RY29HSQaf3lDzWW,Shakin' Stevens,353
Baby If We Touch,spotify:track:4iJq2LECxAljjQEUxhsG2s,Shakin' Stevens,154
Lonely Blue Boy,spotify:track:3Ub8JIPuhGdNUh3WNMj5Ro,Shakin' Stevens,464
Make It Right Tonight,spotify:track:21DrNAR46WrCn00YdPvtvi,Shakin' Stevens,372
Move,spotify:track:7hjCBxlwngHd9sDQR1hF8O,Shakin' Stevens,369
Slippin' and Slidin',spotify:track:75F2B5Um3D13AYWDAXjJaj,Shakin' Stevens,509
Revenue Man,spotify:track:0auyxNNisjajMYC5ECRIEH,Shakin' Stevens,372
Make Me Know Your'e Mine,spotify:track:3eMxsrfsqVF85IPbJQo6cf,Shakin' Stevens,369
Two Hearts,spotify:track:5nSlpuwU9cfZekeNw3aPGH,Shakin' Stevens,22
Mona Lisa - Japanese Single Version,spotify:track:1NGeNjV7y2Ef7tcs6cNV4p,Shakin' Stevens,186
I'm Knockin',spotify:track:0KBt4jrAvUSoyAkAkBCdkC,Shakin' Stevens,372
Don't She Look Good,spotify:track:0iPbuyhFk1aUIaUHqToeEs,Shakin' Stevens,88
Don't Bug Me Baby,spotify:track:6MExxWWNyIQZr3lYoeHYu1,Shakin' Stevens,186
Don't Tell Me Your Troubles,spotify:track:0ryJRsmqQ42ZFv3WaHHt9B,Shakin' Stevens,369
I’m Gonna Sit Right Down and Write Myself A Letter,spotify:track:7vtiRc6ykCkWSRlkAjpCWj,Shakin' Stevens,45
This Time,spotify:track:7K25oypr1RpocJ9rYkuoLW,Shakin' Stevens,450
Baby You're a Child,spotify:track:2unsa6tIruUYHKNg51pkLq,Shakin' Stevens,186
Don't Turn Your Back,spotify:track:2CN8Lnve8l7dA8y71AMFgB,Shakin' Stevens,145
Let Me Show You How,spotify:track:1NbRCQ0VRxlEyyoB90SMuQ,Shakin' Stevens,78
I'm Lookin',spotify:track:3sliNfyKq1lvukjJCfX0d5,Shakin' Stevens,353
Pure Imagination - Live 2015,spotify:track:57a4gxXY4coOkoAsY6seIQ,Josh Groban,332
Old Devil Moon - Live 2015,spotify:track:5M5Ked94XJXShxLhg56oB2,Josh Groban,128
Finishing the Hat - Live 2015,spotify:track:7wSqBJ2ZKyuMS5qiWSnbaV,Josh Groban,132
Try To Remember - Live 2015,spotify:track:2hGfw9b1SP8pM6wHWXPXH6,Josh Groban,332
What I Did for Love - Live 2015,spotify:track:3tQCkbrIMnnzIzDIoyWv1s,Josh Groban,128
Bring Him Home - Live 2015,spotify:track:2BsNukhvG705CWGZO0s543,Josh Groban,128
All I Ask of You (with Kelly Clarkson) - Live 2015,spotify:track:4nhXAeMbjwalAGq51qtE1E,Josh Groban,128
Children Will Listen / Not While I'm Around - Live 2015,spotify:track:6KCkbl0dBNdx0xpBrgTEGi,Josh Groban,428
Anthem - Live 2015,spotify:track:7kjRqY8i627v5av0KekVst,Josh Groban,428
If I Loved You (with Audra McDonald) - Live 2015,spotify:track:29Mzkv8zu49sEiSPCrwKGp,Josh Groban,128
Unusual Way - Live 2015,spotify:track:2cpy1AeLYvvAZaVSsYFkWM,Josh Groban,428
Le temps des cathédrales - Live 2015,spotify:track:2shulzmkHSb2HN5ADKVpFv,Josh Groban,90
Over the Rainbow - Live 2015,spotify:track:08OSizwRsTjZMgi9aNX9yW,Josh Groban,132
Empty Chairs at Empty Tables - Live 2015,spotify:track:15w5mS3BwV8wdKC6xT8Y7Y,Josh Groban,128
You'll Never Walk Alone - Live 2015,spotify:track:2uLMx1VXLJ5upSA2Kjy5JI,Josh Groban,90
Extraordinary Machine,spotify:track:5h9Iek7Hp9wayRt7fBp7Ab,Fiona Apple,397
Get Him Back,spotify:track:1mr6isK6JrhrE5TS0JV8Ne,Fiona Apple,475
O' Sailor,spotify:track:6PwlVTFB7eLMCuNJ866tw9,Fiona Apple,184
Better Version Of Me,spotify:track:44tKNi9TEVbu31QlBkXSvG,Fiona Apple,494
Tymps (The Sick in the Head Song),spotify:track:2zjUGfh1MqYNfYrQ6Fbu0o,Fiona Apple,108
Parting Gift,spotify:track:58rxpgox81Lb5kw3NO0Sq7,Fiona Apple,19
Window,spotify:track:4Qm4AIJCJpf2o9qVttISdw,Fiona Apple,107
Oh Well,spotify:track:3FFZrw76fPNYRTMHzYA7rb,Fiona Apple,84
Please Please Please,spotify:track:77HX2e9ez1IpSiev5JiZ9A,Fiona Apple,288
Red Red Red,spotify:track:7oQcqeb9FTPAkW6uVtHWeZ,Fiona Apple,149
Not About Love,spotify:track:0WDARMlKHcDBm1r0PGaFCI,Fiona Apple,224
Waltz (Better Than Fine),spotify:track:7neXV046ou4CNN9wyFAED6,Fiona Apple,19
Bionic,spotify:track:3Vf1gIyoOSHPQTycGpVKju,Christina Aguilera,186
Not Myself Tonight,spotify:track:29CFPJaBW3ZfVeCI8EDnQa,Christina Aguilera,275
Woohoo (feat. Nicki Minaj),spotify:track:3b7jMtkPU3aPulz6AvBGBD,Christina Aguilera,127
Elastic Love,spotify:track:5OeNyft0TVKpCtF4YB8kgt,Christina Aguilera,435
Desnudate,spotify:track:1Hi3mkf2LniIaMCNSgDVsa,Christina Aguilera,157
Love & Glamour (Intro),spotify:track:1v5vjVXUrkX0STKWUj4kqC,Christina Aguilera,233
Glam,spotify:track:4mMMraFsF2WWRZhmrkW02v,Christina Aguilera,13
Prima Donna,spotify:track:36cbSXqBDDWcuABDlcssiH,Christina Aguilera,4
Morning Dessert (Intro),spotify:track:4Z2W1qWL4WrGfwDqls8OB8,Christina Aguilera,207
Sex for Breakfast,spotify:track:0CZGgkl2wEF7H4Eln74nRe,Christina Aguilera,76
Lift Me Up,spotify:track:575OyPYH4ka3e4u41aZvQF,Christina Aguilera,140
My Heart (Intro),spotify:track:0YjIgBaI0k654oc9fje2d6,Christina Aguilera,270
All I Need,spotify:track:2LxEhLrEDpm2lZ5wj8tT48,Christina Aguilera,483
I Am,spotify:track:3kCNhgO03URvgUqVtv2z8C,Christina Aguilera,457
You Lost Me,spotify:track:1maOjghpUSvVHj9F9WPujZ,Christina Aguilera,408
I Hate Boys,spotify:track:2MzmobpruYSw7n93RdEWGU,Christina Aguilera,36
My Girls (feat. Peaches),spotify:track:2GV6F4CrSMiLPDYM7fwDBD,Christina Aguilera,275
Vanity,spotify:track:1eu6Yn99jNWZ7T9hQa38mZ,Christina Aguilera,157
Monday Morning,spotify:track:3cY1Hx7xmkko15eBgwBRjf,Christina Aguilera,78
Bobblehead,spotify:track:0U5PuWcELFxRdajGfr0EFw,Christina Aguilera,78
Birds Of Prey,spotify:track:782nN70cHzwyOrrEqYNaxF,Christina Aguilera,356
Stronger Than Ever,spotify:track:0GzrDJVavYZpA8Hc6MRxuU,Christina Aguilera,289
I Am (Stripped),spotify:track:6ysD1w35qtYpA4Pnc0SpCE,Christina Aguilera,483
Little Dreamer,spotify:track:7m3g7IkYs95wS4BJDVqfCe,Christina Aguilera,383
Here We Go Around Again - 1990,spotify:track:10A03OyuWyErmqSxsMGX96,Mariah Carey,412
Can You Hear Me - 1991,spotify:track:4y7X5M3kB8GJjWmngmGYY4,Mariah Carey,33
Do You Think of Me - 1993,spotify:track:4t99ozH6ai7AGBDAWcZ3hw,Mariah Carey,162
Everything Fades Away - 1993,spotify:track:1MqdN16RJUhAa1pjx31ESL,Mariah Carey,248
All I Live For - 1993,spotify:track:7zgEjKKBdV4SEX6X6n891W,Mariah Carey,139
One Night - 1995,spotify:track:6eOZrCUM5K99o1fwedYHEh,Mariah Carey,8
Slipping Away - 1996,spotify:track:0pP8AKh6THoetm7phmIebu,Mariah Carey,495
Out Here On My Own - 2000,spotify:track:68qDHNKELdAHbRw3rrHS2G,Mariah Carey,482
"Loverboy - Firecracker - Original Version, 2001",spotify:track:0g7ri4rS3G1Bu76aBvWMtE,Mariah Carey,275
I Pray - 2005,spotify:track:3MLyjm2WqxyOfLhufSzY3Z,Mariah Carey,508
Cool On You - 2007,spotify:track:0IIxSGyM0A14v1a9eccmKi,Mariah Carey,201
Mesmerized - 2012,spotify:track:2JDmYRtktRlVmqBiYN770A,Mariah Carey,419
"Lullaby of Birdland - Live, 2014",spotify:track:0AlUwWlrhQv3yCCk3Ln5Bp,Mariah Carey,230
Save The Day (with Ms. Lauryn Hill) - 2020,spotify:track:5aO54UchLksSDWRLYtvbqg,Mariah Carey,252
"Close My Eyes - Acoustic, 2020",spotify:track:4ncnhvJuxQcoTLDIeUUsr1,Mariah Carey,397
Daydream Interlude (Fantasy Sweet Dub Mix) - Live at the Tokyo Dome,spotify:track:7vbc85cIBawylH0caSnSc4,Mariah Carey,461
Emotions - Live at the Tokyo Dome,spotify:track:5C5tqJupyDpTeEKKSev82w,Mariah Carey,418
Open Arms - Live at the Tokyo Dome,spotify:track:1u9ilIDYKgphF5SWM7KS8C,Mariah Carey,121
Forever - Live at the Tokyo Dome,spotify:track:2tCNarkrTY98sg6YbNbTBs,Mariah Carey,330
I Don't Wanna Cry - Live at the Tokyo Dome,spotify:track:34GRVzNyqDWcilauQ9UKfc,Mariah Carey,36
Fantasy - Live at the Tokyo Dome,spotify:track:2MuCLFbtlwUX26ajzNQnOU,Mariah Carey,312
Always Be My Baby - Live at the Tokyo Dome,spotify:track:58QgGWqvercpslOCOlxyEr,Mariah Carey,97
One Sweet Day - Live at the Tokyo Dome,spotify:track:4xjJ1rDBohvbFjoBqf5X7v,Mariah Carey,312
Underneath the Stars - Live at the Tokyo Dome,spotify:track:2eu57Jh1Gdy7Jlge6AKi5x,Mariah Carey,192
Without You - Live at the Tokyo Dome,spotify:track:5lD8oaJvXIEFCojJY88cyr,Mariah Carey,357
Make It Happen - Live at the Tokyo Dome,spotify:track:4H4ykWjS4BKsuqCO4IdI7w,Mariah Carey,418
Just Be Good To Me - Live at the Tokyo Dome,spotify:track:6Jj6TBIm6hmBRSIDgGzfAY,Mariah Carey,418
Dreamlover - Live at the Tokyo Dome,spotify:track:08yjaMYjJtP1XqzQ7DOpWk,Mariah Carey,418
Vision of Love - Live at the Tokyo Dome,spotify:track:2HAGnQjfGe8RgzMwzmDMbA,Mariah Carey,498
Hero - Live at the Tokyo Dome,spotify:track:1iogTDW2wmPHtxRsHxBF3s,Mariah Carey,407
Anytime You Need a Friend - Live at the Tokyo Dome,spotify:track:3Fn8JZbYESs462GLsZK64j,Mariah Carey,194
All I Want for Christmas Is You - Live at the Tokyo Dome,spotify:track:2MAZwbhIikhYFrDkQ6yWiq,Mariah Carey,333
Let It Snow - From The Kacey Musgraves Christmas Show,spotify:track:3jpnPP81ILewmaAcbuSan9,Kacey Musgraves,394
Countdown - Interlude,spotify:track:2zGTLZsUIpDrCW1fY4Uule,Kacey Musgraves,440
Have Yourself A Merry Little Christmas - From The Kacey Musgraves Christmas Show,spotify:track:5tiRT24jJjOA5oaCxuSxTE,Kacey Musgraves,125
Getting Ready - Interlude,spotify:track:2kqSxKuuslhmuFGmfzGJ9a,Kacey Musgraves,174
Present Without A Bow - From The Kacey Musgraves Christmas Show,spotify:track:1WiQQafzjfgyXrtb61Y6uv,Kacey Musgraves,462
Making A List - Interlude,spotify:track:7CEZF7NP4AXOmE37iRqpBm,Kacey Musgraves,92
Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,spotify:track:0gWKtvF3IGZKZprlDEKZKo,Kacey Musgraves,119
(Not So) Silent Night - From The Kacey Musgraves Christmas Show,spotify:track:5xYhLsWe8BRHsJWszSnI66,Kacey Musgraves,110
Christmas Makes Me Cry - From The Kacey Musgraves Christmas Show,spotify:track:3W8Ddo9tQPsr55TJkWz1IZ,Kacey Musgraves,152
"Amp It Up, Dan - Interlude",spotify:track:5pjt9LpiZq9fmW0s4sJnsY,Kacey Musgraves,394
Christmas Fail - Interlude,spotify:track:3HRMJqMNO9bLxhQDYvL1Yk,Kacey Musgraves,399
Mele Kalikimaka - From The Kacey Musgraves Christmas Show,spotify:track:04mhhxg9fNzKSY1yNWr5FZ,Kacey Musgraves,458
Cookies - Interlude,spotify:track:4qLpLrzUD8V61mjEUX2A1S,Kacey Musgraves,394
Glittery - From The Kacey Musgraves Christmas Show,spotify:track:4dFtIGQBrYjiskk7fN5Wmx,Kacey Musgraves,152
I'll Be Home Intro - Interlude,spotify:track:01JTGtI06aOfJpRmhc2FqH,Kacey Musgraves,331
I'll Be Home For Christmas - From The Kacey Musgraves Christmas Show,spotify:track:0dEAzedAp3dKqhvGa1BRIC,Kacey Musgraves,339
NANA! - Interlude,spotify:track:78pZQ7aYRL6jHaQsFmoHs9,Kacey Musgraves,144
Ribbons And Bows - From The Kacey Musgraves Christmas Show,spotify:track:0qtThizV6Q53Gu7YLHTblZ,Kacey Musgraves,402
Looking for a Boy,spotify:track:5kFrRStBpFy1KO4GAT9Hbl,Ella Fitzgerald,109
They All Laughed,spotify:track:6RwzwWQFactWTB4WbpxoDP,Ella Fitzgerald,382
My Cousin in Milwaukee,spotify:track:3gzlzuF5niEQNhyDxJKpLZ,Ella Fitzgerald,28
Somebody from Somewhere,spotify:track:7qWco50b1pPWbfSuAkUmu5,Ella Fitzgerald,246
A Foggy Day,spotify:track:4reqO9col8bOCHwImdC138,Ella Fitzgerald,3
Clap Yo' Hands,spotify:track:7EMMe14M54rvVBpw2ENEpX,Ella Fitzgerald,231
"For You, for Me, for Evermore",spotify:track:7Apf7ukkmS9Sgt9VmjcCib,Ella Fitzgerald,371
Stiff Upper Lip,spotify:track:5tSNWdvzlT6zsnlXGWUjAG,Ella Fitzgerald,382
Boy Wanted,spotify:track:1Z0b5N0AakYUqTLCSSXrtm,Ella Fitzgerald,109
Strike up the Band,spotify:track:2aOWupe9XpoxHAlgVOmqPQ,Ella Fitzgerald,346
Soon,spotify:track:6mWRKCnYeQjPtPzg3H34xv,Ella Fitzgerald,200
I've Got a Crush on You,spotify:track:1fTblw7CwNW6V8bJXM4zSl,Ella Fitzgerald,371
Bidin' My Time,spotify:track:6UfkoMmct45Xl9Mv1kOOMu,Ella Fitzgerald,143
Aren't You Kind of Glad We Did,spotify:track:42laZw7jTlAPZ1Y66Fa8Bc,Ella Fitzgerald,400
Of Thee I Sing (Baby),spotify:track:3Tv40XZOcSd6LBjYWXhJdM,Ella Fitzgerald,109
"The Half of It, Dearie' Blues",spotify:track:6zQXu7sOWzX8EwT67aNSzH,Ella Fitzgerald,280
I Was Doin' All Right,spotify:track:3MqEN4csBDyUF1GvJfv58u,Ella Fitzgerald,215
He Loves and She Loves,spotify:track:6xCQHdpBw4fWdKO8KxYpvg,Ella Fitzgerald,163
If You Ever Needed Him (You Need Him Now),spotify:track:34RJefueFFTjjO0nh2YcBN,Darlene Love,288
What A Friend,spotify:track:3I8MwCMlxw0oK9fYkPaFOd,Darlene Love,108
Would Not Change A Thing,spotify:track:0efsrDtOvK77Ui4ec2bcvl,Darlene Love,485
O I Want To See Him,spotify:track:5ai824xMDp3Tnu8yKXEBTU,Darlene Love,488
I Trust In God,spotify:track:4ga5hFCbrDaXwrIoDYqGkU,Darlene Love,207
Don't Let Nobody (Turn You Around),spotify:track:3q92ZrHwuDnX7EaWCPBJxk,Darlene Love,288
Because He Lives,spotify:track:2z6XoduhS2CxwRSO3wVay8,Darlene Love,7
It Is Well,spotify:track:6Ss4sg0HfAK99357SUzfqk,Darlene Love,332
Medley: There is Power/Are You Washed/There Is A Fountain,spotify:track:6e44e8Pi8p8ZTYVHPAXCSH,Darlene Love,417
Welcome His Presence,spotify:track:3rHC1WTJ572XfgedxzOv1M,Darlene Love,224
Please,spotify:track:1ExvMPFzyfuDcN6TqLRr2r,Jordan Smith,209
Love Her Better,spotify:track:1nGzcvjKsH7Tb8kK1h9Hfl,Jordan Smith,288
Box,spotify:track:6urJe1HyDpaajWqOyVsdo4,Jordan Smith,373
Only Love,spotify:track:70x6BFVprBNiVknQgOy8zs,Jordan Smith,249
Lonely Eyes,spotify:track:1uXg1cGD4cKeGD4iVyCZVo,Jordan Smith,2
Nothing On You,spotify:track:2mpPm9PSP4QD0PuwAX9krG,Jordan Smith,315
End In Love,spotify:track:6XBMVpLksfjpV5aq4A1CVn,Jordan Smith,306
Find Yourself With Me,spotify:track:05Ko8HuibeOoBROmUPpbZn,Jordan Smith,272
Burn It All Down,spotify:track:7C8sXihdOIXAlFoTTMbkd9,Jordan Smith,167
Beauty Lies,spotify:track:0k3yBgAL4bLU9cxLYkRJe4,Jordan Smith,183
Feel Good,spotify:track:4imrS7L8pr1ZeixhwyxLcx,Jordan Smith,167
Sleeve,spotify:track:7wjddpo4Oj2T3Rf8mgF5SW,Jordan Smith,457
"Overture ""Little Mariah's"" Theme",spotify:track:6wn6JJXRPa9tk0JbLaWCS9,Mariah Carey,189
Sleigh Ride,spotify:track:1oHdP8DCgkHPStfPjOBJqs,Mariah Carey,341
Hark! The Herald Angels Sing (Interlude),spotify:track:6yuzkBFt8k3DO4p7mtFOH5,Mariah Carey,170
When Christmas Comes - Magical Christmas Mix,spotify:track:3u1ltfKAimfcBURjx99k22,Mariah Carey,160
Let it Snow! Let it Snow! Let it Snow! (Outro),spotify:track:2alKwBhztH0cUAn0AxLznT,Mariah Carey,401
Peanuts...All I Want (Interlude),spotify:track:1Lp7NjE00S3yt9raqewxzR,Cast,53
Christmas Time Is Here,spotify:track:3ZvztPUTDWfaoVX7a20I4F,Mariah Carey,349
Santa Claus is Comin' to Town (Intro),spotify:track:1EZizK9qSPm4DC6FvQXtU8,Mariah Carey,86
Oh Santa! (feat. Ariana Grande & Jennifer Hudson),spotify:track:4Y3A1jdTxwUGsa8tSP3WjA,Mariah Carey,369
Here Comes Santa Claus (Right Down Santa Claus Lane) / House Top Celebration (feat. Snoop Dogg & Jermaine Dupri),spotify:track:2FiZY0LuEr9xILFCV2BrYT,Mariah Carey,10
Sugar Plum Fairy - Magical Christmas Mix,spotify:track:7mShsiYpSiegYysMtu6W5d,Mariah Carey,131
Christmas Time Is In The Air Again - Magical Christmas Mix,spotify:track:4bwpjEFaxmrAVM8l4c8kKp,Mariah Carey,408
O Holy Night - Magical Christmas Mix,spotify:track:2uL3ioH3EFxKLG3mVbiB05,Mariah Carey,362
Joy To The World - Magical Christmas Mix,spotify:track:3rGSE9tDib2O4BcUvPuIiz,Mariah Carey,47
Silent Night - Magical Christmas Mix,spotify:track:2USqbaRaZfaw3volLN15Go,Mariah Carey,170
All I Want For Christmas Is You - Magical Christmas Mix,spotify:track:6jlapbicuvRrQn2VWt18Ml,Mariah Carey,140
"""Little Mimi's"" Theme",spotify:track:3V6NSyxAE8U903hNDXbCe9,Mariah Carey,102
He's Sure the Man I Love,spotify:track:43ZkWHTgyf1HjLSjruDCsK,Darlene Love,475
Paint Another Picture,spotify:track:36RhIUX4M1n2UVtIKrOKi8,Darlene Love,494
I've Never Been the Same,spotify:track:2mQYY7M4blMvC8BQr84SU0,Darlene Love,82
Desperate Lover,spotify:track:2hPx6CAEZYbll4HB5bc9FN,Darlene Love,274
Everybody Needs,spotify:track:788OzQqmPYMnbaYHYBNF7D,Darlene Love,382
Gypsy Lover,spotify:track:0UtSxhRi0H26AAJ9z4IVMo,Darlene Love,214
Love Must Be Love,spotify:track:2s91NmjB8a2542GnoVKtVm,Darlene Love,407
We Stand a Chance,spotify:track:0UdGWOqJquq0Trduql9QqG,Darlene Love,35
You'll Never Walk Alone,spotify:track:4u5WlsoWwksb4t11WwhOrf,Darlene Love,100
