,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
26,0.647,0.815,11,-4.818,0,0.112,0.592,0.338,0.129,0.664,169.947,audio_features,3YPRhxmB9DMAqYb1x3bDHM,spotify:track:3YPRhxmB9DMAqYb1x3bDHM,https://api.spotify.com/v1/tracks/3YPRhxmB9DMAqYb1x3bDHM,https://api.spotify.com/v1/audio-analysis/3YPRhxmB9DMAqYb1x3bDHM,510537,4
27,0.66,0.689,1,-7.423,1,0.399,0.022,0.0,0.306,0.521,119.845,audio_features,5CqLHN8dK6hWN2WZlzRjbQ,spotify:track:5CqLHN8dK6hWN2WZlzRjbQ,https://api.spotify.com/v1/tracks/5CqLHN8dK6hWN2WZlzRjbQ,https://api.spotify.com/v1/audio-analysis/5CqLHN8dK6hWN2WZlzRjbQ,184551,4
28,0.447,0.948,3,-7.589,1,0.0373,0.000391,5.42e-05,0.378,0.74,147.942,audio_features,60BekioXzjzRAxbRs7iLuy,spotify:track:60BekioXzjzRAxbRs7iLuy,https://api.spotify.com/v1/tracks/60BekioXzjzRAxbRs7iLuy,https://api.spotify.com/v1/audio-analysis/60BekioXzjzRAxbRs7iLuy,232054,4
29,0.466,0.747,4,-4.838,0,0.0795,0.417,9.76e-06,0.107,0.43,92.161,audio_features,4g4TvqbOjxM3RqwIQbBhAe,spotify:track:4g4TvqbOjxM3RqwIQbBhAe,https://api.spotify.com/v1/tracks/4g4TvqbOjxM3RqwIQbBhAe,https://api.spotify.com/v1/audio-analysis/4g4TvqbOjxM3RqwIQbBhAe,203641,4
30,0.494,0.721,2,-4.855,1,0.0416,0.107,0.0,0.119,0.356,128.1,audio_features,3gP7XgnHQjvGDLnDm7dcY1,spotify:track:3gP7XgnHQjvGDLnDm7dcY1,https://api.spotify.com/v1/tracks/3gP7XgnHQjvGDLnDm7dcY1,https://api.spotify.com/v1/audio-analysis/3gP7XgnHQjvGDLnDm7dcY1,207200,4
31,0.667,0.886,11,-3.354,0,0.0583,0.0029,7e-05,0.167,0.457,132.034,audio_features,3e9bhP4zTG9n7NaiQmOupb,spotify:track:3e9bhP4zTG9n7NaiQmOupb,https://api.spotify.com/v1/tracks/3e9bhP4zTG9n7NaiQmOupb,https://api.spotify.com/v1/audio-analysis/3e9bhP4zTG9n7NaiQmOupb,237720,4
32,0.645,0.891,6,-2.505,0,0.0387,0.0932,3.88e-06,0.379,0.568,124.915,audio_features,5nWWusyZufQoSyDDi46CZx,spotify:track:5nWWusyZufQoSyDDi46CZx,https://api.spotify.com/v1/tracks/5nWWusyZufQoSyDDi46CZx,https://api.spotify.com/v1/audio-analysis/5nWWusyZufQoSyDDi46CZx,203520,4
33,0.608,0.765,4,-4.277,1,0.0348,0.0162,0.000103,0.106,0.329,128.018,audio_features,4msSzmWNsA4LXcJZmGolhq,spotify:track:4msSzmWNsA4LXcJZmGolhq,https://api.spotify.com/v1/tracks/4msSzmWNsA4LXcJZmGolhq,https://api.spotify.com/v1/audio-analysis/4msSzmWNsA4LXcJZmGolhq,229253,4
34,0.672,0.85,10,-3.827,1,0.0484,0.102,0.0,0.176,0.383,127.988,audio_features,1Aa5qzYECYfxtLYF05iWaE,spotify:track:1Aa5qzYECYfxtLYF05iWaE,https://api.spotify.com/v1/tracks/1Aa5qzYECYfxtLYF05iWaE,https://api.spotify.com/v1/audio-analysis/1Aa5qzYECYfxtLYF05iWaE,238347,4
35,0.564,0.723,0,-4.232,1,0.0427,0.394,0.0,0.111,0.292,130.006,audio_features,7oDjezV7QAs9GsTkT9k4b3,spotify:track:7oDjezV7QAs9GsTkT9k4b3,https://api.spotify.com/v1/tracks/7oDjezV7QAs9GsTkT9k4b3,https://api.spotify.com/v1/audio-analysis/7oDjezV7QAs9GsTkT9k4b3,226587,4
36,0.521,0.763,9,-3.691,0,0.0602,0.241,0.0,0.662,0.416,123.926,audio_features,5s2Mz7KxwFR6sUjvAFXoMW,spotify:track:5s2Mz7KxwFR6sUjvAFXoMW,https://api.spotify.com/v1/tracks/5s2Mz7KxwFR6sUjvAFXoMW,https://api.spotify.com/v1/audio-analysis/5s2Mz7KxwFR6sUjvAFXoMW,233267,4
37,0.57,0.782,9,-4.379,0,0.0331,0.0242,6.66e-05,0.329,0.276,127.94,audio_features,3WmhtVYG8GorpEknzT8Jvn,spotify:track:3WmhtVYG8GorpEknzT8Jvn,https://api.spotify.com/v1/tracks/3WmhtVYG8GorpEknzT8Jvn,https://api.spotify.com/v1/audio-analysis/3WmhtVYG8GorpEknzT8Jvn,243280,4
38,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979,audio_features,3D10gGOdO5pbrjsfWqgttI,spotify:track:3D10gGOdO5pbrjsfWqgttI,https://api.spotify.com/v1/tracks/3D10gGOdO5pbrjsfWqgttI,https://api.spotify.com/v1/audio-analysis/3D10gGOdO5pbrjsfWqgttI,192560,4
39,0.652,0.922,0,-3.267,1,0.068,0.01,0.0189,0.366,0.695,127.997,audio_features,7r72oSND8v9AdjJejBdlfc,spotify:track:7r72oSND8v9AdjJejBdlfc,https://api.spotify.com/v1/tracks/7r72oSND8v9AdjJejBdlfc,https://api.spotify.com/v1/audio-analysis/7r72oSND8v9AdjJejBdlfc,211867,4
40,0.539,0.835,1,-3.952,0,0.038,0.272,0.000396,0.142,0.486,130.041,audio_features,5icciTRNAOUgGDK4MBGUyZ,spotify:track:5icciTRNAOUgGDK4MBGUyZ,https://api.spotify.com/v1/tracks/5icciTRNAOUgGDK4MBGUyZ,https://api.spotify.com/v1/audio-analysis/5icciTRNAOUgGDK4MBGUyZ,214573,4
41,0.646,0.572,11,-6.249,0,0.0281,0.143,0.000171,0.0852,0.27,127.98,audio_features,4GkelasMIeT2bcnH7bcYu9,spotify:track:4GkelasMIeT2bcnH7bcYu9,https://api.spotify.com/v1/tracks/4GkelasMIeT2bcnH7bcYu9,https://api.spotify.com/v1/audio-analysis/4GkelasMIeT2bcnH7bcYu9,188907,3
42,0.263,0.287,7,-8.701,0,0.0302,0.932,1.83e-05,0.14,0.123,140.821,audio_features,4bGGEg2BiH0O8yxQRhi4Fx,spotify:track:4bGGEg2BiH0O8yxQRhi4Fx,https://api.spotify.com/v1/tracks/4bGGEg2BiH0O8yxQRhi4Fx,https://api.spotify.com/v1/audio-analysis/4bGGEg2BiH0O8yxQRhi4Fx,234667,4
43,0.599,0.869,0,-3.697,1,0.0789,0.0525,0.00719,0.103,0.593,108.061,audio_features,51frTvITssOkXvJM7iwn26,spotify:track:51frTvITssOkXvJM7iwn26,https://api.spotify.com/v1/tracks/51frTvITssOkXvJM7iwn26,https://api.spotify.com/v1/audio-analysis/51frTvITssOkXvJM7iwn26,193333,4
44,0.673,0.957,7,-2.04,1,0.133,0.0114,0.127,0.145,0.336,128.004,audio_features,7IepV7rTJYOX8P3KA9bBd3,spotify:track:7IepV7rTJYOX8P3KA9bBd3,https://api.spotify.com/v1/tracks/7IepV7rTJYOX8P3KA9bBd3,https://api.spotify.com/v1/audio-analysis/7IepV7rTJYOX8P3KA9bBd3,235877,4
45,0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966,audio_features,2jcR7G4B3tTnuYR2CJzCo7,spotify:track:2jcR7G4B3tTnuYR2CJzCo7,https://api.spotify.com/v1/tracks/2jcR7G4B3tTnuYR2CJzCo7,https://api.spotify.com/v1/audio-analysis/2jcR7G4B3tTnuYR2CJzCo7,170625,4
46,0.347,0.772,5,-4.359,0,0.0549,0.0597,0.0333,0.115,0.035,192.118,audio_features,6flXv5RQSGYMwCazxHsOE4,spotify:track:6flXv5RQSGYMwCazxHsOE4,https://api.spotify.com/v1/tracks/6flXv5RQSGYMwCazxHsOE4,https://api.spotify.com/v1/audio-analysis/6flXv5RQSGYMwCazxHsOE4,191412,3
47,0.656,0.993,4,-1.702,1,0.18,0.00255,2.49e-06,0.197,0.128,127.938,audio_features,60h8FdeudiJHhqNOwGZG86,spotify:track:60h8FdeudiJHhqNOwGZG86,https://api.spotify.com/v1/tracks/60h8FdeudiJHhqNOwGZG86,https://api.spotify.com/v1/audio-analysis/60h8FdeudiJHhqNOwGZG86,187932,4
48,0.711,0.906,11,-3.205,1,0.116,0.0865,0.0241,0.0967,0.0392,108.992,audio_features,2Eb1Hk0pZGZDKeX9d6kNn9,spotify:track:2Eb1Hk0pZGZDKeX9d6kNn9,https://api.spotify.com/v1/tracks/2Eb1Hk0pZGZDKeX9d6kNn9,https://api.spotify.com/v1/audio-analysis/2Eb1Hk0pZGZDKeX9d6kNn9,294580,4
49,0.419,0.604,0,-6.775,1,0.0344,0.0052,0.929,0.106,0.0529,123.001,audio_features,4lKaQizn2wwYisOlOMKC7P,spotify:track:4lKaQizn2wwYisOlOMKC7P,https://api.spotify.com/v1/tracks/4lKaQizn2wwYisOlOMKC7P,https://api.spotify.com/v1/audio-analysis/4lKaQizn2wwYisOlOMKC7P,205000,3
50,0.695,0.887,9,-2.372,0,0.0777,0.0126,0.0925,0.0549,0.16,128.011,audio_features,6ZmKxLKTDMRkZaAGurpSI7,spotify:track:6ZmKxLKTDMRkZaAGurpSI7,https://api.spotify.com/v1/tracks/6ZmKxLKTDMRkZaAGurpSI7,https://api.spotify.com/v1/audio-analysis/6ZmKxLKTDMRkZaAGurpSI7,228750,4
51,0.807,0.984,9,-4.05,0,0.0494,0.00735,0.885,0.295,0.674,124.0,audio_features,0quh4EBgv9BIfeUoRbt6WS,spotify:track:0quh4EBgv9BIfeUoRbt6WS,https://api.spotify.com/v1/tracks/0quh4EBgv9BIfeUoRbt6WS,https://api.spotify.com/v1/audio-analysis/0quh4EBgv9BIfeUoRbt6WS,289717,4
52,0.701,0.607,6,-13.314,1,0.0717,0.108,0.00326,0.341,0.715,133.973,audio_features,0biFvMGEk0ZiwnbrrWyurC,spotify:track:0biFvMGEk0ZiwnbrrWyurC,https://api.spotify.com/v1/tracks/0biFvMGEk0ZiwnbrrWyurC,https://api.spotify.com/v1/audio-analysis/0biFvMGEk0ZiwnbrrWyurC,158076,4
53,0.839,0.676,7,-9.008,1,0.273,0.0665,0.0,0.0873,0.575,101.02,audio_features,6XQqO0FJdxKJNb2kuGvYS0,spotify:track:6XQqO0FJdxKJNb2kuGvYS0,https://api.spotify.com/v1/tracks/6XQqO0FJdxKJNb2kuGvYS0,https://api.spotify.com/v1/audio-analysis/6XQqO0FJdxKJNb2kuGvYS0,172990,4
54,0.697,0.684,8,-8.223,1,0.303,0.722,0.0,0.0901,0.53,67.286,audio_features,6H3BvHjtEInNYZlmH3Nydb,spotify:track:6H3BvHjtEInNYZlmH3Nydb,https://api.spotify.com/v1/tracks/6H3BvHjtEInNYZlmH3Nydb,https://api.spotify.com/v1/audio-analysis/6H3BvHjtEInNYZlmH3Nydb,194910,5
55,0.746,0.394,3,-12.849,1,0.346,0.213,0.0,0.126,0.418,166.017,audio_features,7p16HPRavwIuKMzD4weP8F,spotify:track:7p16HPRavwIuKMzD4weP8F,https://api.spotify.com/v1/tracks/7p16HPRavwIuKMzD4weP8F,https://api.spotify.com/v1/audio-analysis/7p16HPRavwIuKMzD4weP8F,194430,4
56,0.669,0.465,8,-10.364,1,0.111,0.363,4.07e-06,0.273,0.624,165.925,audio_features,252FTqJb26lbRPVQmJHRau,spotify:track:252FTqJb26lbRPVQmJHRau,https://api.spotify.com/v1/tracks/252FTqJb26lbRPVQmJHRau,https://api.spotify.com/v1/audio-analysis/252FTqJb26lbRPVQmJHRau,194048,4
57,0.781,0.615,0,-8.202,1,0.3,0.141,3.86e-05,0.0975,0.416,113.236,audio_features,0QD4eEFkbXbu6Drw6Hypkx,spotify:track:0QD4eEFkbXbu6Drw6Hypkx,https://api.spotify.com/v1/tracks/0QD4eEFkbXbu6Drw6Hypkx,https://api.spotify.com/v1/audio-analysis/0QD4eEFkbXbu6Drw6Hypkx,148622,5
58,0.49,0.593,6,-6.027,1,0.0846,0.351,1.68e-06,0.0671,0.388,83.094,audio_features,1sdarqkaof1oN571Ew9E6v,spotify:track:1sdarqkaof1oN571Ew9E6v,https://api.spotify.com/v1/tracks/1sdarqkaof1oN571Ew9E6v,https://api.spotify.com/v1/audio-analysis/1sdarqkaof1oN571Ew9E6v,232412,1
59,0.605,0.557,9,-8.513,0,0.238,0.417,0.0,0.552,0.604,94.312,audio_features,2MphRyjh4afAL3XLuSdX6C,spotify:track:2MphRyjh4afAL3XLuSdX6C,https://api.spotify.com/v1/tracks/2MphRyjh4afAL3XLuSdX6C,https://api.spotify.com/v1/audio-analysis/2MphRyjh4afAL3XLuSdX6C,187723,4
60,0.588,0.614,1,-8.926,1,0.37,0.159,1.4e-06,0.0923,0.569,135.086,audio_features,4Ib5X3IqHjseXR4yhHFako,spotify:track:4Ib5X3IqHjseXR4yhHFako,https://api.spotify.com/v1/tracks/4Ib5X3IqHjseXR4yhHFako,https://api.spotify.com/v1/audio-analysis/4Ib5X3IqHjseXR4yhHFako,211482,5
61,0.698,0.663,0,-5.991,1,0.246,0.327,0.0,0.239,0.476,92.033,audio_features,3fJ7sOLPSIA6sjGJXaFBpD,spotify:track:3fJ7sOLPSIA6sjGJXaFBpD,https://api.spotify.com/v1/tracks/3fJ7sOLPSIA6sjGJXaFBpD,https://api.spotify.com/v1/audio-analysis/3fJ7sOLPSIA6sjGJXaFBpD,209236,4
62,0.348,0.475,8,-10.65,0,0.0359,0.00609,0.0854,0.127,0.641,141.341,audio_features,739G44iYo86xlJu4SWTaPH,spotify:track:739G44iYo86xlJu4SWTaPH,https://api.spotify.com/v1/tracks/739G44iYo86xlJu4SWTaPH,https://api.spotify.com/v1/audio-analysis/739G44iYo86xlJu4SWTaPH,306267,4
63,0.266,0.854,2,-8.243,0,0.0813,0.00396,6.71e-06,0.157,0.521,111.653,audio_features,4xjoKrHsg9OARvsto2trwP,spotify:track:4xjoKrHsg9OARvsto2trwP,https://api.spotify.com/v1/tracks/4xjoKrHsg9OARvsto2trwP,https://api.spotify.com/v1/audio-analysis/4xjoKrHsg9OARvsto2trwP,324667,4
64,0.412,0.842,7,-9.271,1,0.0403,0.0023,0.0488,0.112,0.818,149.447,audio_features,5HjeBC2gjMnfe3HxzIwcUU,spotify:track:5HjeBC2gjMnfe3HxzIwcUU,https://api.spotify.com/v1/tracks/5HjeBC2gjMnfe3HxzIwcUU,https://api.spotify.com/v1/audio-analysis/5HjeBC2gjMnfe3HxzIwcUU,318840,4
65,0.464,0.649,9,-8.273,0,0.0363,0.0152,0.0,0.155,0.758,120.526,audio_features,1Kshq7liMLAX4TCx8Mdm1H,spotify:track:1Kshq7liMLAX4TCx8Mdm1H,https://api.spotify.com/v1/tracks/1Kshq7liMLAX4TCx8Mdm1H,https://api.spotify.com/v1/audio-analysis/1Kshq7liMLAX4TCx8Mdm1H,273627,4
66,0.285,0.857,7,-8.572,1,0.0799,3.8e-05,0.0192,0.678,0.495,140.742,audio_features,13j9FnWt1E0OuRpSHv3l4a,spotify:track:13j9FnWt1E0OuRpSHv3l4a,https://api.spotify.com/v1/tracks/13j9FnWt1E0OuRpSHv3l4a,https://api.spotify.com/v1/audio-analysis/13j9FnWt1E0OuRpSHv3l4a,223200,4
67,0.267,0.42,7,-9.696,1,0.0285,0.0774,0.0164,0.147,0.189,81.449,audio_features,5rpeNj9rRtJgXBkFLXwxGA,spotify:track:5rpeNj9rRtJgXBkFLXwxGA,https://api.spotify.com/v1/tracks/5rpeNj9rRtJgXBkFLXwxGA,https://api.spotify.com/v1/audio-analysis/5rpeNj9rRtJgXBkFLXwxGA,290800,4
68,0.543,0.722,4,-9.86,0,0.0307,0.0342,6.97e-05,0.204,0.682,91.565,audio_features,2imNxwa50uamJqI2ApN5M2,spotify:track:2imNxwa50uamJqI2ApN5M2,https://api.spotify.com/v1/tracks/2imNxwa50uamJqI2ApN5M2,https://api.spotify.com/v1/audio-analysis/2imNxwa50uamJqI2ApN5M2,287935,4
69,0.744,0.146,5,-23.259,1,0.0574,0.00132,0.848,0.0586,0.489,90.012,audio_features,42DjWfShTFoNQEHsHVxXXq,spotify:track:42DjWfShTFoNQEHsHVxXXq,https://api.spotify.com/v1/tracks/42DjWfShTFoNQEHsHVxXXq,https://api.spotify.com/v1/audio-analysis/42DjWfShTFoNQEHsHVxXXq,424000,4
70,0.666,0.641,8,-7.769,1,0.0347,0.519,2.91e-06,0.109,0.42,95.004,audio_features,5sRZFINekoyKl5YyigRpAr,spotify:track:5sRZFINekoyKl5YyigRpAr,https://api.spotify.com/v1/tracks/5sRZFINekoyKl5YyigRpAr,https://api.spotify.com/v1/audio-analysis/5sRZFINekoyKl5YyigRpAr,342925,4
71,0.673,0.535,11,-7.952,0,0.134,0.456,0.0595,0.215,0.369,168.046,audio_features,1BNHwNeMZRfrApda2PS7ul,spotify:track:1BNHwNeMZRfrApda2PS7ul,https://api.spotify.com/v1/tracks/1BNHwNeMZRfrApda2PS7ul,https://api.spotify.com/v1/audio-analysis/1BNHwNeMZRfrApda2PS7ul,209389,4
72,0.859,0.665,5,-6.261,0,0.434,0.144,0.0,0.0909,0.848,164.075,audio_features,7sXZ3HJiNio1zKgCBcH0LP,spotify:track:7sXZ3HJiNio1zKgCBcH0LP,https://api.spotify.com/v1/tracks/7sXZ3HJiNio1zKgCBcH0LP,https://api.spotify.com/v1/audio-analysis/7sXZ3HJiNio1zKgCBcH0LP,199941,4
73,0.652,0.723,1,-5.031,1,0.0283,0.00816,0.697,0.184,0.642,139.979,audio_features,0N87j6QvfM8n4jo2SPyh8F,spotify:track:0N87j6QvfM8n4jo2SPyh8F,https://api.spotify.com/v1/tracks/0N87j6QvfM8n4jo2SPyh8F,https://api.spotify.com/v1/audio-analysis/0N87j6QvfM8n4jo2SPyh8F,176576,4
