,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
10,0.603,0.135,9,-16.089,1,0.0284,0.996,0.000393,0.0899,0.526,90.578,audio_features,4kTjYI2W18dlYmymx4aWzT,spotify:track:4kTjYI2W18dlYmymx4aWzT,https://api.spotify.com/v1/tracks/4kTjYI2W18dlYmymx4aWzT,https://api.spotify.com/v1/audio-analysis/4kTjYI2W18dlYmymx4aWzT,51907,4
11,0.468,0.913,1,-9.395,1,0.119,0.573,0.0,0.697,0.311,84.307,audio_features,5waa9MNixv8LTvb7I71V3x,spotify:track:5waa9MNixv8LTvb7I71V3x,https://api.spotify.com/v1/tracks/5waa9MNixv8LTvb7I71V3x,https://api.spotify.com/v1/audio-analysis/5waa9MNixv8LTvb7I71V3x,294347,4
12,0.609,0.687,7,-7.688,1,0.19,0.00249,0.00294,0.0787,0.573,114.869,audio_features,5ZRphmQRgSemCv6bzK7895,spotify:track:5ZRphmQRgSemCv6bzK7895,https://api.spotify.com/v1/tracks/5ZRphmQRgSemCv6bzK7895,https://api.spotify.com/v1/audio-analysis/5ZRphmQRgSemCv6bzK7895,302720,4
13,0.605,0.948,11,-7.351,0,0.136,0.000638,0.000136,0.214,0.442,119.717,audio_features,0NgFZWdvnv218PVnY4I8UT,spotify:track:0NgFZWdvnv218PVnY4I8UT,https://api.spotify.com/v1/tracks/0NgFZWdvnv218PVnY4I8UT,https://api.spotify.com/v1/audio-analysis/0NgFZWdvnv218PVnY4I8UT,200653,4
14,0.577,0.39,0,-8.445,1,0.0384,0.0683,0.086,0.088,0.394,151.709,audio_features,55tCd9BvMC0AJVdNd6RjT8,spotify:track:55tCd9BvMC0AJVdNd6RjT8,https://api.spotify.com/v1/tracks/55tCd9BvMC0AJVdNd6RjT8,https://api.spotify.com/v1/audio-analysis/55tCd9BvMC0AJVdNd6RjT8,258373,4
15,0.537,0.368,1,-13.671,0,0.279,0.296,0.0397,0.204,0.689,83.107,audio_features,40V4FoB1m43lKsbWJjijio,spotify:track:40V4FoB1m43lKsbWJjijio,https://api.spotify.com/v1/tracks/40V4FoB1m43lKsbWJjijio,https://api.spotify.com/v1/audio-analysis/40V4FoB1m43lKsbWJjijio,131240,1
16,0.739,0.691,7,-10.667,1,0.162,0.133,0.00226,0.168,0.602,88.387,audio_features,5Tz16kODbTfH4TsNnEWMR0,spotify:track:5Tz16kODbTfH4TsNnEWMR0,https://api.spotify.com/v1/tracks/5Tz16kODbTfH4TsNnEWMR0,https://api.spotify.com/v1/audio-analysis/5Tz16kODbTfH4TsNnEWMR0,226253,4
17,0.502,0.281,4,-14.931,0,0.0335,0.505,0.0,0.196,0.388,53.373,audio_features,1yjAqyqOGHO0AL1OsbR6GQ,spotify:track:1yjAqyqOGHO0AL1OsbR6GQ,https://api.spotify.com/v1/tracks/1yjAqyqOGHO0AL1OsbR6GQ,https://api.spotify.com/v1/audio-analysis/1yjAqyqOGHO0AL1OsbR6GQ,230013,4
18,0.618,0.218,2,-8.833,1,0.0577,0.873,1.95e-05,0.103,0.355,111.265,audio_features,0bIvaaQNqyKdiDLu01GRN0,spotify:track:0bIvaaQNqyKdiDLu01GRN0,https://api.spotify.com/v1/tracks/0bIvaaQNqyKdiDLu01GRN0,https://api.spotify.com/v1/audio-analysis/0bIvaaQNqyKdiDLu01GRN0,171360,4
19,0.648,0.517,2,-11.483,1,0.0716,0.352,0.0653,0.114,0.811,88.914,audio_features,1axCK07vnXur20TiH7jmEH,spotify:track:1axCK07vnXur20TiH7jmEH,https://api.spotify.com/v1/tracks/1axCK07vnXur20TiH7jmEH,https://api.spotify.com/v1/audio-analysis/1axCK07vnXur20TiH7jmEH,191440,4
20,0.729,0.178,2,-15.347,1,0.0403,0.915,6.29e-05,0.0879,0.41,147.032,audio_features,5GAAtVFT5gEsKwyVWOQ2aT,spotify:track:5GAAtVFT5gEsKwyVWOQ2aT,https://api.spotify.com/v1/tracks/5GAAtVFT5gEsKwyVWOQ2aT,https://api.spotify.com/v1/audio-analysis/5GAAtVFT5gEsKwyVWOQ2aT,156413,4
21,0.586,0.648,4,-10.143,1,0.0619,0.0407,0.072,0.154,0.433,78.676,audio_features,3gjZmorEJfZ5f8ylPbHEuc,spotify:track:3gjZmorEJfZ5f8ylPbHEuc,https://api.spotify.com/v1/tracks/3gjZmorEJfZ5f8ylPbHEuc,https://api.spotify.com/v1/audio-analysis/3gjZmorEJfZ5f8ylPbHEuc,214773,4
22,0.547,0.145,6,-14.939,0,0.0315,0.855,0.013,0.0935,0.26,152.15,audio_features,70HvX2jkDlZ1rCHCamjZxR,spotify:track:70HvX2jkDlZ1rCHCamjZxR,https://api.spotify.com/v1/tracks/70HvX2jkDlZ1rCHCamjZxR,https://api.spotify.com/v1/audio-analysis/70HvX2jkDlZ1rCHCamjZxR,170107,3
23,0.594,0.395,4,-9.922,0,0.0349,0.428,0.000368,0.101,0.256,113.649,audio_features,4Lp0hUtetR67iQuVCtdKba,spotify:track:4Lp0hUtetR67iQuVCtdKba,https://api.spotify.com/v1/tracks/4Lp0hUtetR67iQuVCtdKba,https://api.spotify.com/v1/audio-analysis/4Lp0hUtetR67iQuVCtdKba,245533,3
24,0.678,0.0826,9,-17.371,1,0.0356,0.994,0.0022,0.117,0.5,95.055,audio_features,32kjwujmiktmgLLt4ylGQ5,spotify:track:32kjwujmiktmgLLt4ylGQ5,https://api.spotify.com/v1/tracks/32kjwujmiktmgLLt4ylGQ5,https://api.spotify.com/v1/audio-analysis/32kjwujmiktmgLLt4ylGQ5,75093,4
25,0.608,0.789,8,-12.182,1,0.796,0.603,0.00216,0.621,0.64,166.268,audio_features,097qxhlp7NP7ZuTvvLMkxZ,spotify:track:097qxhlp7NP7ZuTvvLMkxZ,https://api.spotify.com/v1/tracks/097qxhlp7NP7ZuTvvLMkxZ,https://api.spotify.com/v1/audio-analysis/097qxhlp7NP7ZuTvvLMkxZ,360787,4
26,0.715,0.49,7,-9.853,1,0.168,0.0569,0.00396,0.139,0.585,114.993,audio_features,4c6ogLVaHaOLs75AsskUpS,spotify:track:4c6ogLVaHaOLs75AsskUpS,https://api.spotify.com/v1/tracks/4c6ogLVaHaOLs75AsskUpS,https://api.spotify.com/v1/audio-analysis/4c6ogLVaHaOLs75AsskUpS,323760,4
27,0.677,0.913,9,-8.055,1,0.0786,0.00399,6.81e-05,0.0663,0.595,118.211,audio_features,0UA77LxBaXa9yoSah9s22K,spotify:track:0UA77LxBaXa9yoSah9s22K,https://api.spotify.com/v1/tracks/0UA77LxBaXa9yoSah9s22K,https://api.spotify.com/v1/audio-analysis/0UA77LxBaXa9yoSah9s22K,173467,4
28,0.429,0.109,0,-9.751,1,0.248,0.855,0.0,0.548,0.55,114.481,audio_features,4NubNxrI5FHelmmkMyy5DB,spotify:track:4NubNxrI5FHelmmkMyy5DB,https://api.spotify.com/v1/tracks/4NubNxrI5FHelmmkMyy5DB,https://api.spotify.com/v1/audio-analysis/4NubNxrI5FHelmmkMyy5DB,299773,5
29,0.519,0.165,4,-11.7,1,0.0421,0.715,2.47e-05,0.147,0.662,112.527,audio_features,6I5EIlYFMRQX4SNsXK12L1,spotify:track:6I5EIlYFMRQX4SNsXK12L1,https://api.spotify.com/v1/tracks/6I5EIlYFMRQX4SNsXK12L1,https://api.spotify.com/v1/audio-analysis/6I5EIlYFMRQX4SNsXK12L1,112653,5
30,0.674,0.8,7,-8.959,1,0.187,0.0139,0.00363,0.339,0.466,90.832,audio_features,4P7ICHRWYnVe4kQlmufq2j,spotify:track:4P7ICHRWYnVe4kQlmufq2j,https://api.spotify.com/v1/tracks/4P7ICHRWYnVe4kQlmufq2j,https://api.spotify.com/v1/audio-analysis/4P7ICHRWYnVe4kQlmufq2j,325160,4
31,0.42,0.296,7,-12.824,1,0.0496,0.79,0.0,0.117,0.176,51.416,audio_features,2TRofYA59BhBfaIGLP904Y,spotify:track:2TRofYA59BhBfaIGLP904Y,https://api.spotify.com/v1/tracks/2TRofYA59BhBfaIGLP904Y,https://api.spotify.com/v1/audio-analysis/2TRofYA59BhBfaIGLP904Y,190520,4
32,0.566,0.168,9,-11.754,0,0.0496,0.594,1.13e-05,0.0815,0.349,113.058,audio_features,6yc6ug7zcob8eaDV4CCMib,spotify:track:6yc6ug7zcob8eaDV4CCMib,https://api.spotify.com/v1/tracks/6yc6ug7zcob8eaDV4CCMib,https://api.spotify.com/v1/audio-analysis/6yc6ug7zcob8eaDV4CCMib,164013,4
33,0.629,0.316,11,-11.435,0,0.054,0.0024,0.182,0.124,0.278,89.625,audio_features,12wlwYIn0vcBr20YHOIwIr,spotify:track:12wlwYIn0vcBr20YHOIwIr,https://api.spotify.com/v1/tracks/12wlwYIn0vcBr20YHOIwIr,https://api.spotify.com/v1/audio-analysis/12wlwYIn0vcBr20YHOIwIr,518400,4
34,0.597,0.0975,2,-16.086,1,0.0345,0.956,0.0728,0.104,0.122,81.169,audio_features,1BpG7SP43r5laYZX0cDEXc,spotify:track:1BpG7SP43r5laYZX0cDEXc,https://api.spotify.com/v1/tracks/1BpG7SP43r5laYZX0cDEXc,https://api.spotify.com/v1/audio-analysis/1BpG7SP43r5laYZX0cDEXc,339547,4
35,0.458,0.658,4,-7.144,0,0.07,0.0188,0.0087,0.164,0.629,78.023,audio_features,4RE2X6b0G5zE35GYUDVehA,spotify:track:4RE2X6b0G5zE35GYUDVehA,https://api.spotify.com/v1/tracks/4RE2X6b0G5zE35GYUDVehA,https://api.spotify.com/v1/audio-analysis/4RE2X6b0G5zE35GYUDVehA,357093,4
36,0.499,0.111,6,-17.321,0,0.0365,0.908,0.00496,0.316,0.362,147.149,audio_features,6VIt6f7G8vXNZQp9gPRpOv,spotify:track:6VIt6f7G8vXNZQp9gPRpOv,https://api.spotify.com/v1/tracks/6VIt6f7G8vXNZQp9gPRpOv,https://api.spotify.com/v1/audio-analysis/6VIt6f7G8vXNZQp9gPRpOv,176787,4
37,0.636,0.392,4,-9.108,0,0.0356,0.807,0.0574,0.0906,0.35,112.647,audio_features,0K9eAoyvAWoaUDPYKMlx56,spotify:track:0K9eAoyvAWoaUDPYKMlx56,https://api.spotify.com/v1/tracks/0K9eAoyvAWoaUDPYKMlx56,https://api.spotify.com/v1/audio-analysis/0K9eAoyvAWoaUDPYKMlx56,249480,3
38,0.561,0.136,9,-17.59,1,0.0446,0.994,0.0662,0.114,0.445,90.451,audio_features,3qKekr9qwgh9Y7mlhv3pKq,spotify:track:3qKekr9qwgh9Y7mlhv3pKq,https://api.spotify.com/v1/tracks/3qKekr9qwgh9Y7mlhv3pKq,https://api.spotify.com/v1/audio-analysis/3qKekr9qwgh9Y7mlhv3pKq,53213,4
39,0.623,0.77,3,-12.926,0,0.489,0.887,7.56e-05,0.688,0.374,84.991,audio_features,48LJROqIyx1Jti9w4u8cU0,spotify:track:48LJROqIyx1Jti9w4u8cU0,https://api.spotify.com/v1/tracks/48LJROqIyx1Jti9w4u8cU0,https://api.spotify.com/v1/audio-analysis/48LJROqIyx1Jti9w4u8cU0,294387,4
40,0.664,0.641,7,-8.076,1,0.133,0.00193,0.898,0.218,0.472,115.024,audio_features,0k0wnPIl6D7FriXtK0tRuG,spotify:track:0k0wnPIl6D7FriXtK0tRuG,https://api.spotify.com/v1/tracks/0k0wnPIl6D7FriXtK0tRuG,https://api.spotify.com/v1/audio-analysis/0k0wnPIl6D7FriXtK0tRuG,302720,4
41,0.718,0.886,11,-7.953,0,0.151,0.00516,0.000384,0.0723,0.573,119.882,audio_features,6i9u5d4qBm8bw387WAzA4L,spotify:track:6i9u5d4qBm8bw387WAzA4L,https://api.spotify.com/v1/tracks/6i9u5d4qBm8bw387WAzA4L,https://api.spotify.com/v1/audio-analysis/6i9u5d4qBm8bw387WAzA4L,200653,4
42,0.6,0.278,0,-9.408,1,0.0325,0.0263,0.132,0.111,0.58,134.631,audio_features,64JhkOP83UgU8auIUYylYs,spotify:track:64JhkOP83UgU8auIUYylYs,https://api.spotify.com/v1/tracks/64JhkOP83UgU8auIUYylYs,https://api.spotify.com/v1/audio-analysis/64JhkOP83UgU8auIUYylYs,312320,4
43,0.751,0.165,4,-14.475,1,0.0386,0.67,0.00641,0.184,0.558,82.823,audio_features,6Grkni7o500I3WznUA8LGu,spotify:track:6Grkni7o500I3WznUA8LGu,https://api.spotify.com/v1/tracks/6Grkni7o500I3WznUA8LGu,https://api.spotify.com/v1/audio-analysis/6Grkni7o500I3WznUA8LGu,111787,4
44,0.807,0.757,9,-8.565,0,0.245,0.0102,0.217,0.313,0.712,90.126,audio_features,2nkYD8MA9wuOQaHgZjY0nk,spotify:track:2nkYD8MA9wuOQaHgZjY0nk,https://api.spotify.com/v1/tracks/2nkYD8MA9wuOQaHgZjY0nk,https://api.spotify.com/v1/audio-analysis/2nkYD8MA9wuOQaHgZjY0nk,334280,4
45,0.551,0.266,4,-12.197,0,0.0388,0.479,0.0,0.117,0.314,106.809,audio_features,2SJbIvQ6NKJiMcRvemKvYm,spotify:track:2SJbIvQ6NKJiMcRvemKvYm,https://api.spotify.com/v1/tracks/2SJbIvQ6NKJiMcRvemKvYm,https://api.spotify.com/v1/audio-analysis/2SJbIvQ6NKJiMcRvemKvYm,247973,4
46,0.64,0.162,2,-10.606,1,0.0598,0.8,0.000106,0.0997,0.298,114.693,audio_features,2GSxd3WQTQTEG7ybOvTIIR,spotify:track:2GSxd3WQTQTEG7ybOvTIIR,https://api.spotify.com/v1/tracks/2GSxd3WQTQTEG7ybOvTIIR,https://api.spotify.com/v1/audio-analysis/2GSxd3WQTQTEG7ybOvTIIR,172187,4
47,0.841,0.666,0,-8.634,1,0.0369,0.00957,0.0445,0.127,0.417,89.003,audio_features,2jBJdurY33RonIXBkGgXoR,spotify:track:2jBJdurY33RonIXBkGgXoR,https://api.spotify.com/v1/tracks/2jBJdurY33RonIXBkGgXoR,https://api.spotify.com/v1/audio-analysis/2jBJdurY33RonIXBkGgXoR,298920,4
48,0.654,0.101,2,-16.999,1,0.0407,0.908,0.0491,0.192,0.225,80.547,audio_features,1uEnG2e0iC2dInmPQ9HG5j,spotify:track:1uEnG2e0iC2dInmPQ9HG5j,https://api.spotify.com/v1/tracks/1uEnG2e0iC2dInmPQ9HG5j,https://api.spotify.com/v1/audio-analysis/1uEnG2e0iC2dInmPQ9HG5j,267107,4
49,0.557,0.508,4,-8.25,0,0.0634,0.00781,0.319,0.101,0.655,76.96,audio_features,0iwNFkkOkraONxrPuUAZ44,spotify:track:0iwNFkkOkraONxrPuUAZ44,https://api.spotify.com/v1/tracks/0iwNFkkOkraONxrPuUAZ44,https://api.spotify.com/v1/audio-analysis/0iwNFkkOkraONxrPuUAZ44,407067,4
50,0.518,0.611,0,-8.812,1,0.0317,0.111,1.74e-05,0.109,0.257,87.116,audio_features,4qaBHFw6eN6Oxa7gBXOvxv,spotify:track:4qaBHFw6eN6Oxa7gBXOvxv,https://api.spotify.com/v1/tracks/4qaBHFw6eN6Oxa7gBXOvxv,https://api.spotify.com/v1/audio-analysis/4qaBHFw6eN6Oxa7gBXOvxv,247693,4
51,0.41,0.289,0,-11.822,1,0.0378,0.534,0.00027,0.13,0.0854,149.551,audio_features,6ZfWLg7DPFHjIAYrvIP4LZ,spotify:track:6ZfWLg7DPFHjIAYrvIP4LZ,https://api.spotify.com/v1/tracks/6ZfWLg7DPFHjIAYrvIP4LZ,https://api.spotify.com/v1/audio-analysis/6ZfWLg7DPFHjIAYrvIP4LZ,245187,4
52,0.595,0.715,2,-6.124,1,0.0337,0.0335,0.0,0.0729,0.677,83.015,audio_features,2TKTMnErKNBjVprlJ9b2lk,spotify:track:2TKTMnErKNBjVprlJ9b2lk,https://api.spotify.com/v1/tracks/2TKTMnErKNBjVprlJ9b2lk,https://api.spotify.com/v1/audio-analysis/2TKTMnErKNBjVprlJ9b2lk,204267,4
53,0.522,0.359,3,-8.951,1,0.0272,0.742,0.0,0.108,0.233,109.141,audio_features,0Xe4ScXXDb97jY37tzvvKQ,spotify:track:0Xe4ScXXDb97jY37tzvvKQ,https://api.spotify.com/v1/tracks/0Xe4ScXXDb97jY37tzvvKQ,https://api.spotify.com/v1/audio-analysis/0Xe4ScXXDb97jY37tzvvKQ,188400,3
54,0.514,0.685,10,-7.27,1,0.0307,0.0356,9.73e-06,0.157,0.393,85.017,audio_features,76XWHO6yy7a097yBT7DXVm,spotify:track:76XWHO6yy7a097yBT7DXVm,https://api.spotify.com/v1/tracks/76XWHO6yy7a097yBT7DXVm,https://api.spotify.com/v1/audio-analysis/76XWHO6yy7a097yBT7DXVm,205627,4
55,0.622,0.654,5,-7.812,1,0.0299,0.158,0.0,0.211,0.5,102.998,audio_features,3umXcQLhVO7dLVIwJOjSxX,spotify:track:3umXcQLhVO7dLVIwJOjSxX,https://api.spotify.com/v1/tracks/3umXcQLhVO7dLVIwJOjSxX,https://api.spotify.com/v1/audio-analysis/3umXcQLhVO7dLVIwJOjSxX,215653,4
56,0.327,0.214,3,-10.382,1,0.0355,0.928,0.0,0.104,0.351,73.863,audio_features,2TIdEu4aruzo33MTEUDGcf,spotify:track:2TIdEu4aruzo33MTEUDGcf,https://api.spotify.com/v1/tracks/2TIdEu4aruzo33MTEUDGcf,https://api.spotify.com/v1/audio-analysis/2TIdEu4aruzo33MTEUDGcf,293933,4
57,0.549,0.556,6,-7.089,0,0.0286,0.108,0.0,0.081,0.468,147.427,audio_features,7KLUsnytDW7eqR6ZgyMejy,spotify:track:7KLUsnytDW7eqR6ZgyMejy,https://api.spotify.com/v1/tracks/7KLUsnytDW7eqR6ZgyMejy,https://api.spotify.com/v1/audio-analysis/7KLUsnytDW7eqR6ZgyMejy,187200,4
58,0.707,0.722,10,-6.722,1,0.0284,0.0485,0.0,0.122,0.431,98.991,audio_features,73FNizJ3eMasXSufZqx97z,spotify:track:73FNizJ3eMasXSufZqx97z,https://api.spotify.com/v1/tracks/73FNizJ3eMasXSufZqx97z,https://api.spotify.com/v1/audio-analysis/73FNizJ3eMasXSufZqx97z,216720,4
59,0.479,0.375,8,-7.791,1,0.0311,0.509,4.84e-06,0.169,0.412,149.786,audio_features,1uBJ2syyfPa79P09AZiKig,spotify:track:1uBJ2syyfPa79P09AZiKig,https://api.spotify.com/v1/tracks/1uBJ2syyfPa79P09AZiKig,https://api.spotify.com/v1/audio-analysis/1uBJ2syyfPa79P09AZiKig,239293,3
60,0.563,0.658,1,-7.336,1,0.0392,0.224,0.0,0.114,0.481,78.051,audio_features,4rz5jMXMvFHYLqYEKjCMNV,spotify:track:4rz5jMXMvFHYLqYEKjCMNV,https://api.spotify.com/v1/tracks/4rz5jMXMvFHYLqYEKjCMNV,https://api.spotify.com/v1/audio-analysis/4rz5jMXMvFHYLqYEKjCMNV,197907,4
61,0.35,0.2,5,-13.208,1,0.0309,0.928,0.00569,0.112,0.177,127.056,audio_features,5yzx6iK2WI4fGfPQmAraXM,spotify:track:5yzx6iK2WI4fGfPQmAraXM,https://api.spotify.com/v1/tracks/5yzx6iK2WI4fGfPQmAraXM,https://api.spotify.com/v1/audio-analysis/5yzx6iK2WI4fGfPQmAraXM,179467,4
62,0.708,0.662,0,-7.298,0,0.0989,0.228,8.32e-06,0.102,0.507,99.964,audio_features,0tBz7ifROru5urOKmSlATn,spotify:track:0tBz7ifROru5urOKmSlATn,https://api.spotify.com/v1/tracks/0tBz7ifROru5urOKmSlATn,https://api.spotify.com/v1/audio-analysis/0tBz7ifROru5urOKmSlATn,197427,4
63,0.607,0.399,9,-6.864,0,0.032,0.83,0.0,0.108,0.454,114.24,audio_features,0qsFFiJhF0H8NScDKb1ele,spotify:track:0qsFFiJhF0H8NScDKb1ele,https://api.spotify.com/v1/tracks/0qsFFiJhF0H8NScDKb1ele,https://api.spotify.com/v1/audio-analysis/0qsFFiJhF0H8NScDKb1ele,179173,4
64,0.699,0.643,6,-8.333,1,0.032,0.494,2.47e-06,0.0814,0.243,125.996,audio_features,14ojT1JUAKgUAfZu7tomIr,spotify:track:14ojT1JUAKgUAfZu7tomIr,https://api.spotify.com/v1/tracks/14ojT1JUAKgUAfZu7tomIr,https://api.spotify.com/v1/audio-analysis/14ojT1JUAKgUAfZu7tomIr,199920,4
65,0.546,0.39,9,-8.628,1,0.0283,0.663,0.0,0.104,0.121,100.284,audio_features,40F1yHJtbTwLrOjybXKPkb,spotify:track:40F1yHJtbTwLrOjybXKPkb,https://api.spotify.com/v1/tracks/40F1yHJtbTwLrOjybXKPkb,https://api.spotify.com/v1/audio-analysis/40F1yHJtbTwLrOjybXKPkb,247027,4
66,0.581,0.53,8,-8.436,1,0.0565,0.378,0.0,0.0904,0.51,139.882,audio_features,6JqKbbjgpe4kb2kI7T9Ori,spotify:track:6JqKbbjgpe4kb2kI7T9Ori,https://api.spotify.com/v1/tracks/6JqKbbjgpe4kb2kI7T9Ori,https://api.spotify.com/v1/audio-analysis/6JqKbbjgpe4kb2kI7T9Ori,224360,4
67,0.425,0.952,4,-5.358,1,0.132,0.000361,0.0325,0.845,0.302,127.361,audio_features,578tyUAt2SMr1cyCwRhSyu,spotify:track:578tyUAt2SMr1cyCwRhSyu,https://api.spotify.com/v1/tracks/578tyUAt2SMr1cyCwRhSyu,https://api.spotify.com/v1/audio-analysis/578tyUAt2SMr1cyCwRhSyu,159933,4
68,0.531,0.953,9,-6.88,1,0.17,0.000294,0.247,0.977,0.402,126.642,audio_features,2PMoGGmphyre5ptf37bmwD,spotify:track:2PMoGGmphyre5ptf37bmwD,https://api.spotify.com/v1/tracks/2PMoGGmphyre5ptf37bmwD,https://api.spotify.com/v1/audio-analysis/2PMoGGmphyre5ptf37bmwD,147240,4
69,0.346,0.921,7,-6.173,1,0.097,3.32e-05,0.296,0.651,0.314,135.035,audio_features,2jvjiBjtyiBevjSJPZX1lV,spotify:track:2jvjiBjtyiBevjSJPZX1lV,https://api.spotify.com/v1/tracks/2jvjiBjtyiBevjSJPZX1lV,https://api.spotify.com/v1/audio-analysis/2jvjiBjtyiBevjSJPZX1lV,196333,4
70,0.39,0.926,1,-6.243,0,0.0859,0.000115,0.0124,0.168,0.416,142.738,audio_features,7Gg8f4aATS3KJv3ZOOTe44,spotify:track:7Gg8f4aATS3KJv3ZOOTe44,https://api.spotify.com/v1/tracks/7Gg8f4aATS3KJv3ZOOTe44,https://api.spotify.com/v1/audio-analysis/7Gg8f4aATS3KJv3ZOOTe44,226133,4
71,0.436,0.586,7,-9.243,1,0.0352,0.000661,0.00631,0.7,0.176,114.707,audio_features,5p0wggBp4YxmuA1cAyiBrK,spotify:track:5p0wggBp4YxmuA1cAyiBrK,https://api.spotify.com/v1/tracks/5p0wggBp4YxmuA1cAyiBrK,https://api.spotify.com/v1/audio-analysis/5p0wggBp4YxmuA1cAyiBrK,240453,4
72,0.358,0.839,11,-6.122,1,0.0609,0.00449,0.0314,0.857,0.137,85.022,audio_features,6LqdVWGtRG11ObLZDyJBV6,spotify:track:6LqdVWGtRG11ObLZDyJBV6,https://api.spotify.com/v1/tracks/6LqdVWGtRG11ObLZDyJBV6,https://api.spotify.com/v1/audio-analysis/6LqdVWGtRG11ObLZDyJBV6,171933,3
73,0.298,0.936,9,-5.981,1,0.155,0.000863,0.0128,0.943,0.46,153.151,audio_features,6TfGavDdbTPosekoCoBNkx,spotify:track:6TfGavDdbTPosekoCoBNkx,https://api.spotify.com/v1/tracks/6TfGavDdbTPosekoCoBNkx,https://api.spotify.com/v1/audio-analysis/6TfGavDdbTPosekoCoBNkx,253213,4
74,0.425,0.948,9,-6.534,1,0.213,0.00135,0.00502,0.907,0.557,124.237,audio_features,0h7EbCSrgaooWH5VAkGdNE,spotify:track:0h7EbCSrgaooWH5VAkGdNE,https://api.spotify.com/v1/tracks/0h7EbCSrgaooWH5VAkGdNE,https://api.spotify.com/v1/audio-analysis/0h7EbCSrgaooWH5VAkGdNE,186333,4
