web-scraper-order;web-scraper-start-url;link;link-href
1639224705-494;"https://www.coursera.org/search?query=free&page=12&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Matrix Algebra for EngineersThe Hong Kong University of Science and TechnologyCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.9 out of five stars. 3137 reviews4.9(3,137)56k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/matrix-algebra-engineers
1639224662-348;"https://www.coursera.org/search?query=free&page=27&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Budgeting essentials and developmentFundação Instituto de AdministraçãoCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.5 out of five stars. 177 reviews4.5(177)11k studentsIntermediate LevelIntermediate""";https://www.coursera.org/learn/budgeting-essentials-development
1639224613-177;"https://www.coursera.org/search?query=free&page=44&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"1.- El Cálculo - Modelo LinealTecnológico de MonterreyCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 922 reviews4.8(922)41k studentsMixed LevelMixed""";https://www.coursera.org/learn/calculo-1
1639224613-176;"https://www.coursera.org/search?query=free&page=44&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"MOS TransistorsColumbia UniversityCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.6 out of five stars. 140 reviews4.6(140)37k studentsMixed LevelMixed""";https://www.coursera.org/learn/mosfet
1639224590-94;"https://www.coursera.org/search?query=free&page=52&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Explore Management Concepts through Metaphor and MusicUniversity of LondonCourseBeginner LevelBeginner""";https://www.coursera.org/learn/explore-management-concepts-through-metaphor-and-music
1639224630-231;"https://www.coursera.org/search?query=free&page=38&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Doing Business in EuropeESCP Business SchoolCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.4 out of five stars. 105 reviews4.4(105)5.1k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/doing-business-in-europe
1639224702-486;"https://www.coursera.org/search?query=free&page=13&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & ElectronicsUniversity of RochesterCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.6 out of five stars. 486 reviews4.6(486)65k studentsMixed LevelMixed""";https://www.coursera.org/learn/audio-engineering
1639224714-521;"https://www.coursera.org/search?query=free&page=9&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Practical Time Series AnalysisThe State University of New YorkCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.6 out of five stars. 1388 reviews4.6(1,388)63k studentsIntermediate LevelIntermediate""";https://www.coursera.org/learn/practical-time-series-analysis
1639224572-32;"https://www.coursera.org/search?query=free&page=58&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"The Power of Markets III: Input Markets and Promoting EfficiencyUniversity of RochesterCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 35 reviews4.8(35)4.3k studentsMixed LevelMixed""";https://www.coursera.org/learn/market-efficiency
1639224726-561;"https://www.coursera.org/search?query=free&page=5&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Keeping up with Change: Issues for the Finance ProfessionalUniversity of LondonCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 447 reviews4.7(447)15k studentsMixed LevelMixed""";https://www.coursera.org/learn/change-for-the-finance-professional
1639224668-361;"https://www.coursera.org/search?query=free&page=25&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Cyber-Physical Systems: Modeling and SimulationUniversity of California, Santa CruzCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.6 out of five stars. 32 reviews4.6(32)6.5k studentsIntermediate LevelIntermediate""";https://www.coursera.org/learn/cyber-physical-systems-1
1639224619-198;"https://www.coursera.org/search?query=free&page=42&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Our Earth: Its Climate, History, and ProcessesUniversity of Manchester   CourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 254 reviews4.7(254)16k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/our-earth
1639224660-338;"https://www.coursera.org/search?query=free&page=28&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Architecting Smart IoT DevicesEIT Digital CourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.3 out of five stars. 200 reviews4.3(200)24k studentsIntermediate LevelIntermediate""";https://www.coursera.org/learn/iot-architecture
1639224621-201;"https://www.coursera.org/search?query=free&page=41&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Initiation à la programmation (en Java)École Polytechnique Fédérale de LausanneCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 327 reviews4.8(327)34k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/initiation-programmation-java
1639224662-344;"https://www.coursera.org/search?query=free&page=27&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Tu consultorio de Coaching en las ondasUniversitat Autònoma de BarcelonaCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 367 reviews4.8(367)7.4k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/coaching-en-las-ondas
1639224687-430;"https://www.coursera.org/search?query=free&page=18&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"The Science of the Solar SystemCaltechCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 664 reviews4.8(664)59k studentsMixed LevelMixed""";https://www.coursera.org/learn/solar-system
1639224690-448;"https://www.coursera.org/search?query=free&page=17&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Single Variable CalculusUniversity of PennsylvaniaCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.6 out of five stars. 255 reviews4.6(255)32k studentsMixed LevelMixed""";https://www.coursera.org/learn/discrete-calculus
1639224619-195;"https://www.coursera.org/search?query=free&page=42&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Bancos de dados e SQL para Ciência de DadosIBMCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.5 out of five stars. 22 reviews4.5(22)2.8k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/sql-data-science-pt
1639224674-380;"https://www.coursera.org/search?query=free&page=23&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Negocios Internacionales IIUniversity of New MexicoCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 415 reviews4.7(415)11k studentsMixed LevelMixed""";https://www.coursera.org/learn/negocios-internacionales-2
1639224720-541;"https://www.coursera.org/search?query=free&page=7&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Computational NeuroscienceUniversity of WashingtonCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.6 out of five stars. 900 reviews4.6(900)92k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/computational-neuroscience
1639224690-440;"https://www.coursera.org/search?query=free&page=17&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Fundamentals of Fluid PowerUniversity of MinnesotaCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 1059 reviews4.8(1,059)39k studentsMixed LevelMixed""";https://www.coursera.org/learn/fluid-power
1639224737-605;"https://www.coursera.org/search?query=free&page=1&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Introduction to User Experience DesignGeorgia Institute of TechnologyCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.5 out of five stars. 5209 reviews4.5(5,209)240k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/user-experience-design
1639224696-465;"https://www.coursera.org/search?query=free&page=15&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"BIM Application for EngineersNational Taiwan UniversityCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 350 reviews4.7(350)23k studentsIntermediate LevelIntermediate""";https://www.coursera.org/learn/bim-application
1639224651-309;"https://www.coursera.org/search?query=free&page=31&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Population Health: GovernanceUniversiteit LeidenCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.5 out of five stars. 21 reviews4.5(21)2.1k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/population-health-governance
1639224654-317;"https://www.coursera.org/search?query=free&page=30&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Business Strategies for Emerging MarketsHSE UniversityCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 230 reviews4.8(230)17k studentsIntermediate LevelIntermediate""";https://www.coursera.org/learn/business-strategies
1639224717-539;"https://www.coursera.org/search?query=free&page=8&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Fundamentos de Finanzas EmpresarialesUniversidad de los AndesCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.9 out of five stars. 3927 reviews4.9(3,927)160k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/finanzas-empresariales
1639224674-383;"https://www.coursera.org/search?query=free&page=23&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Leading Diverse TeamsUniversity of California, IrvineCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.9 out of five stars. 19 reviews4.9(19)Beginner LevelBeginner""";https://www.coursera.org/learn/leading-diverse-teams
1639224690-446;"https://www.coursera.org/search?query=free&page=17&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Cómo autoconstruir tu viviendaUniversidad Nacional Autónoma de MéxicoCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 2948 reviews4.8(2,948)140k studentsMixed LevelMixed""";https://www.coursera.org/learn/como-autoconstruir-tu-vivienda
1639224726-564;"https://www.coursera.org/search?query=free&page=5&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Sports MarketingNorthwestern UniversityCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 880 reviews4.7(880)25k studentsIntermediate LevelIntermediate""";https://www.coursera.org/learn/sports-marketing
1639224642-275;"https://www.coursera.org/search?query=free&page=34&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Games without Chance: Combinatorial Game TheoryGeorgia Institute of TechnologyCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.4 out of five stars. 179 reviews4.4(179)16k studentsMixed LevelMixed""";https://www.coursera.org/learn/combinatorial-game-theory
1639224671-377;"https://www.coursera.org/search?query=free&page=24&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Erfolgreich Verhandeln: Strategien und FähigkeitenUniversity of MichiganCourseMixed LevelMixed""";https://www.coursera.org/learn/negotiation-skills-de
1639224566-16;"https://www.coursera.org/search?query=free&page=60&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Exploring Basic Income in a Changing Economy Teach-OutUniversity of MichiganCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 9 reviews4.8(9)Beginner LevelBeginner""";https://www.coursera.org/learn/exploring-basic-income-in-a-changing-economy
1639224610-166;"https://www.coursera.org/search?query=free&page=45&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Moving to the CloudThe University of MelbourneCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.5 out of five stars. 193 reviews4.5(193)14k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/cloud-computing-adoption
1639224624-219;"https://www.coursera.org/search?query=free&page=40&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"General Chemistry: Concept Development and ApplicationRice UniversityCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.6 out of five stars. 698 reviews4.6(698)69k studentsMixed LevelMixed""";https://www.coursera.org/learn/general-chemistry
1639224640-260;"https://www.coursera.org/search?query=free&page=35&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Leadership and DisruptionFundação Instituto de AdministraçãoCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 34 reviews4.8(34)Beginner LevelBeginner""";https://www.coursera.org/learn/leadership-and-disruption
1639224668-369;"https://www.coursera.org/search?query=free&page=25&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Introduction into General Theory of RelativityHSE UniversityCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.4 out of five stars. 159 reviews4.4(159)48k studentsAdvanced LevelAdvanced""";https://www.coursera.org/learn/general-relativity
1639224587-82;"https://www.coursera.org/search?query=free&page=53&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Clasificación de imágenes: ¿cómo reconocer el contenido de una imagen?Universitat Autònoma de BarcelonaCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.3 out of five stars. 76 reviews4.3(76)14k studentsMixed LevelMixed""";https://www.coursera.org/learn/clasificacion-imagenes
1639224640-268;"https://www.coursera.org/search?query=free&page=35&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Experimentation for ImprovementMcMaster UniversityCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 829 reviews4.8(829)33k studentsIntermediate LevelIntermediate""";https://www.coursera.org/learn/experimentation
1639224616-183;"https://www.coursera.org/search?query=free&page=43&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Fundamentals of Funding, with Goldman Sachs 10,000 WomenGoldman SachsCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 136 reviews4.7(136)8.3k studentsMixed LevelMixed""";https://www.coursera.org/learn/10k-women-9
1639224590-97;"https://www.coursera.org/search?query=free&page=52&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"2.- El Cálculo - Modelo CuadráticoTecnológico de MonterreyCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 308 reviews4.8(308)16k studentsMixed LevelMixed""";https://www.coursera.org/learn/calculo-2
1639224723-551;"https://www.coursera.org/search?query=free&page=6&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Leading Diverse Teams & OrganizationsUniversity of MichiganCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 80 reviews4.8(80)5.7k studentsMixed LevelMixed""";https://www.coursera.org/learn/leading-diverse-teams-and-organizations
1639224668-366;"https://www.coursera.org/search?query=free&page=25&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Programming Languages, Part BUniversity of WashingtonCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.9 out of five stars. 659 reviews4.9(659)41k studentsIntermediate LevelIntermediate""";https://www.coursera.org/learn/programming-languages-part-b
1639224645-284;"https://www.coursera.org/search?query=free&page=33&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Becoming a Social Entrepreneur: Getting StartedUniversity of MichiganCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 47 reviews4.7(47)3.7k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/social-entrepreneurship-getting-started
1639224702-489;"https://www.coursera.org/search?query=free&page=13&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Costos para los NegociosUniversidad de ChileCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 1775 reviews4.8(1,775)64k studentsIntermediate LevelIntermediate""";https://www.coursera.org/learn/costosparanegocios
1639224604-147;"https://www.coursera.org/search?query=free&page=47&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Tesoros de la Física y sus Descubridores IUniversidad de los AndesCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 805 reviews4.8(805)35k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/tesoros-de-la-fisica
1639224685-429;"https://www.coursera.org/search?query=free&page=19&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Entreprendre dans les Industries Culturelles à l'ère du numériqueSciences PoCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.6 out of five stars. 116 reviews4.6(116)7.4k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/entreprendre-culture
1639224654-311;"https://www.coursera.org/search?query=free&page=30&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"الذكاء الاصطناعي للجميعDeepLearning.AICourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 589 reviews4.8(589)12k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/ai-for-everyone-ar
1639224642-272;"https://www.coursera.org/search?query=free&page=34&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Introduction to Complex AnalysisWesleyan UniversityCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 941 reviews4.8(941)56k studentsIntermediate LevelIntermediate""";https://www.coursera.org/learn/complex-analysis
1639224572-34;"https://www.coursera.org/search?query=free&page=58&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"System Validation (4): Modelling Software, Protocols, and other behaviourEIT Digital CourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 11 reviews4.7(11)3.6k studentsAdvanced LevelAdvanced""";https://www.coursera.org/learn/system-validation-software-protocols
1639224685-422;"https://www.coursera.org/search?query=free&page=19&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Computer Vision with Embedded Machine LearningEdge ImpulseCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 14 reviews4.7(14)2.6k studentsIntermediate LevelIntermediate""";https://www.coursera.org/learn/computer-vision-with-embedded-machine-learning
1639224587-84;"https://www.coursera.org/search?query=free&page=53&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Causal Inference  2Columbia UniversityCourseFilled StarFilled StarFilled StarHalf Filled StarStarRated 3.4 out of five stars. 14 reviews3.4(14)3.9k studentsAdvanced LevelAdvanced""";https://www.coursera.org/learn/causal-inference-2
1639224690-443;"https://www.coursera.org/search?query=free&page=17&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Exploring Quantum PhysicsUniversity of Maryland, College ParkCourseFilled StarFilled StarFilled StarFilled StarStarRated 4.2 out of five stars. 43 reviews4.2(43)19k studentsMixed LevelMixed""";https://www.coursera.org/learn/quantum-physics
1639224660-331;"https://www.coursera.org/search?query=free&page=28&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Leadership et intelligence émotionnelleIndian School of BusinessCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 7 reviews4.7(7)Beginner LevelBeginner""";https://www.coursera.org/learn/emotional-intelligence-in-leadership-fr
1639224679-406;"https://www.coursera.org/search?query=free&page=21&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Protecting the World: Introducing Corrosion Science and EngineeringUniversity of Manchester   CourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.6 out of five stars. 625 reviews4.6(625)10k studentsIntermediate LevelIntermediate""";https://www.coursera.org/learn/corrosion
1639224668-364;"https://www.coursera.org/search?query=free&page=25&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Créer et développer une startup technologiqueÉcole PolytechniqueCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.6 out of five stars. 364 reviews4.6(364)29k studentsMixed LevelMixed""";https://www.coursera.org/learn/startup-technologique
1639224674-387;"https://www.coursera.org/search?query=free&page=23&index=prod_all_launched_products_term_optimization&topic=Business&topic=Physical%20Science%20and%20Engineering&topic=Computer%20Science&topic=Math%20and%20Logic&topic=Data%20Science&allLanguages=English&allLanguages=Spanish""";"Maps and the Geospatial RevolutionThe Pennsylvania State UniversityCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 221 reviews4.7(221)22k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/geospatial
